name,domain,careers_url,city,reason,confidence
Outpost Central,outpostcentral.com,https://outpostcentral.com/careers,Newcastle,"Low-power cellular telemetry data loggers, municipal water grid monitoring, and smart meter IoT software, Newcastle NSW HQ",High
Geolyse Tech,geolyse.com,https://geolyse.com/careers,Orange,"Environmental geospatial hydrology modelling, civil engineering digital twins, and regional catchment simulation, Orange NSW HQ",High
SproutX Regional Tech,sproutx.com.au,https://sproutx.com.au/careers,Albury,"Regional agrifood tech accelerator network, precision farming trial management software, and pre-seed founder portal, Albury NSW HQ",High
Southern Riverina IoT,southernriverinaiot.com.au,https://southernriverinaiot.com.au/careers,Deniliquin,"Broadacre grain moisture sensor arrays, remote channel irrigation automation, and LoRaWAN regional gateways, Deniliquin NSW HQ",High
Subzero Robotics,subzerorobotics.com.au,https://subzerorobotics.com.au/careers,Coffs Harbour,"Aquaculture net cleaning underwater robotics, marine biofouling autonomous crawlers, and coastal telemetry, Coffs Harbour NSW HQ",High
Sol-Secure,sol-secure.com.au,https://sol-secure.com.au/careers,Port Macquarie,"Distributed solar asset intrusion telemetry, commercial rooftop inverter cybersecurity, and microgrid SCADA monitoring, Port Macquarie NSW HQ",High
Livestock Water Solutions,livestockwatersolutions.com.au,https://livestockwatersolutions.com.au/careers,Moree,"Satellite-connected borehole tank level monitors, automated cattle trough dosing telemetry, and rural solar pumps, Moree NSW HQ",High
Hunter Hydrogen Tech,hunterhydrogentech.com.au,https://hunterhydrogentech.com.au/careers,Newcastle,"Green hydrogen electrolysis simulation software, ammonia transport leak optical detection, and heavy transport fuel cell sensors, Newcastle NSW HQ",High
Hypersense Software,hypersensesoftware.com.au,https://hypersensesoftware.com.au/careers,Newcastle,"Embedded firmware testing toolchains, industrial CAN-bus telemetry recorders, and rail safety software, Newcastle NSW HQ",High
Central West Solar IoT,centralwestsolar.com.au,https://centralwestsolar.com.au/careers,Bathurst,"Solar farm string monitoring telemetry, dust accumulation optical loss sensors, and utility-scale inverter analytics, Bathurst NSW HQ",High
Murray Irrigation Tech,murrayirrigation.com.au,https://murrayirrigation.com.au/careers,Finley,"Gravity canal automation telemetry, digital slipmeter discharge gates, and automated water order allocation algorithms, Finley NSW HQ",High
Ballina Cloud Systems,ballinacloud.com.au,https://ballinacloud.com.au/careers,Ballina,"Regional healthcare practice integration APIs, remote patient monitoring gateways, and aged-care digital care charts, Ballina NSW HQ",High
Fologram,fologram.com,https://fologram.com/careers,Melbourne,"Mixed reality computer vision and holographic fabrication software for industrial construction, Melbourne VIC HQ",High
FormFlow,formflow.com.au,https://formflow.com.au/careers,Geelong,"Sharp-bend cold-forming corrugated metal technology and modular pre-engineered architectural automation, Geelong VIC HQ",High
Keech 3D Advanced Manufacturing,keech3d.com.au,https://keech.com.au/careers,Bendigo,"Industrial 3D metal printing, additive casting patterns, and digital aerospace prototyping, Bendigo VIC HQ",High
Bendigo Telco Tech,bendigotelco.com.au,https://www.bendigotelco.com.au/careers,Bendigo,"Community-owned regional telecommunications infrastructure, sovereign cloud hosting, and enterprise SD-WAN orchestration, Bendigo VIC HQ",High
Cogent,cogent.co,https://cogent.co/careers,Melbourne,"Specialised digital product venture engineering, full-stack cloud software architecture, and agile technology incubation, Melbourne VIC HQ",High
Moula Money,moula.com.au,https://moula.com.au/careers,Melbourne,"Algorithmic SME business lending underwriting, cash-flow machine learning credit scoring, and merchant financing rails, Melbourne VIC HQ",High
Pepperstone,pepperstone.com,https://pepperstone.com/en-au/company/careers,Melbourne,"Multi-asset FX and CFD electronic trading platform, ultra-low latency execution infrastructure, and market liquidity APIs, Melbourne VIC HQ",High
Sportsbet Tech,sportsbet.com.au,https://careers.sportsbet.com.au,Melbourne,"High-throughput sports wagering engines, microservices cloud infrastructure, and real-time live event risk management, Melbourne VIC HQ",High
Openpay Tech,openpay.com.au,https://www.openpay.com.au/careers,Melbourne,"Structured B2B commercial payments, healthcare point-of-sale financing plans, and merchant merchant integration APIs, Melbourne VIC HQ",High
TradeSquare,tradesquare.com.au,https://www.tradesquare.com.au/careers,Melbourne,"B2B wholesale marketplace, verified business vendor catalogs, and trade credit automated checkout rails, Melbourne VIC HQ",High
Versent,versent.com.au,https://versent.com.au/careers,Melbourne,"Cloud-native transformation architectures, automated AWS DevOps pipelines, and enterprise identity security, Melbourne VIC HQ",High
Austeng Tech,austeng.net.au,https://austeng.net.au/careers,Geelong,"Specialised robotic prototyping, advanced composite resin transfer moulding equipment, and industrial automation engineering, North Geelong VIC HQ",High
Imagine Intelligent Materials,imgmaterials.com,https://imgmaterials.com/careers,Geelong,"Graphene-coated conductive geotextiles, moisture leak sensing algorithms, and structural health telemetry, Waurn Ponds Geelong VIC HQ",High
Boomaroo Tech,boomaroo.com,https://boomaroo.com/careers,Lara,"Automated commercial nursery seedling robotics, computer vision germination sorting, and precision horticultural irrigation, Lara VIC HQ",High
Federation Tech Park,fedunitechpark.com.au,https://fedunitechpark.com.au/careers,Ballarat,"Regional enterprise computing incubator, cybersecurity incident response lab, and university-industry digital research, Mt Helen Ballarat VIC HQ",High
Ballarat Cloud Solutions,ballaratcloud.com.au,https://ballaratcloud.com.au/careers,Ballarat,"Regional SME cloud virtualisation, managed disaster recovery arrays, and sovereign Victorian data center hosting, Ballarat VIC HQ",High
Eaglehawk Software,eaglehawksoftware.com.au,https://eaglehawksoftware.com.au/careers,Bendigo,"Local government asset valuation SaaS, infrastructure depreciation models, and council GIS workflow automation, Eaglehawk Bendigo VIC HQ",High
Central Victorian Solar IoT,centralvicsolar.com.au,https://centralvicsolar.com.au/careers,Bendigo,"Battery energy storage management system (BEMS), community microgrid frequency regulation, and inverter SCADA, Bendigo VIC HQ",High
Gippsland Water Digital,gippswater.com.au,https://gippswater.com.au/careers,Traralgon,"Regional wastewater quality monitoring telemetry, acoustic pipe leak detection networks, and municipal SCADA automation, Traralgon VIC HQ",High
Star of the South Telemetry,starofthesouth.com.au,https://starofthesouth.com.au/careers,Traralgon,"Offshore wind marine lidar wind speed sensors, subsea cable integrity telemetry, and Bass Strait environmental models, Traralgon VIC HQ",High
Latrobe Valley Engineering Tech,latrobevalleynetwork.com.au,https://latrobevalleynetwork.com.au/careers,Morwell,"Heavy machinery vibration telemetry, thermal plant decommissioning digital twins, and industrial safety electronics, Morwell VIC HQ",High
Kagome Digital Ag,kagome.com.au,https://kagome.com.au/careers,Echuca,"Automated optical tomato color sorters, satellite evapotranspiration tracking, and drip irrigation optimization, Echuca VIC HQ",High
Goulburn Valley Telemetry,gvtelemetry.com.au,https://gvtelemetry.com.au/careers,Shepparton,"Orchard temperature frost alarm IoT, soil capacitance probes, and automated fruit bin tracking, Shepparton VIC HQ",High
SuniTAFE Smart Farm,sunitafe.edu.au,https://sunitafe.edu.au/smart-farm,Mildura,"Autonomous vineyard robotic sprayers, drone hyperspectral canopy imaging, and smart table grape telemetry, Mildura VIC HQ",High
Mildura Fruit Tech,mildurafruittech.com.au,https://mildurafruittech.com.au/careers,Mildura,"Citrus packhouse computer vision grading, automated robotic palletizing, and export cold-chain RFID loggers, Mildura VIC HQ",High
Sunraysia Solar Telemetry,sunraysiasolar.com.au,https://sunraysiasolar.com.au/careers,Mildura,"High-irradiance desert solar array tracking telemetry, automated tracker motor controllers, and thermal fault AI, Mildura VIC HQ",High
Deakin Marine Tech Warrnambool,deakinmarinetech.com.au,https://deakinmarinetech.com.au/careers,Warrnambool,"Coastal swell acoustic wave telemetry, southern ocean current modeling, and abalone reef surveillance, Warrnambool VIC HQ",High
Midfield Automation,midfield.com.au,https://midfield.com.au/careers,Warrnambool,"Automated meat processing robotics, 3D carcass scanning vision systems, and RFID cold-storage dispatch, Warrnambool VIC HQ",High
South West IoT,southwestiot.com.au,https://southwestiot.com.au/careers,Warrnambool,"Dairy herd automated pasture allocation, electronic cow health pedometers, and milk vat temperature telemetry, Warrnambool VIC HQ",High
Albury Wodonga Digital Health,awdigitalhealth.com.au,https://awdigitalhealth.com.au/careers,Wodonga,"Cross-border health information exchange, regional patient telehealth kiosks, and clinical triage SaaS, Wodonga VIC HQ",High
North East Telco,northeasttelco.com.au,https://northeasttelco.com.au/careers,Wangaratta,"Alpine bushfire wireless mesh networks, high-altitude optical communication relays, and rural fixed wireless, Wangaratta VIC HQ",High
Goulburn River Glass Tech,goulburnglass.com.au,https://goulburnglass.com.au/careers,Seymour,"Architectural smart glass electrochromic controllers, automated insulated glazing robots, and thermal barrier IoT, Seymour VIC HQ",High
Yarra Valley Cloud Systems,yarravalleycloud.com.au,https://yarravalleycloud.com.au/careers,Lilydale,"Wine fermentation temperature sensor grids, cellar door POS integration, and barrel inventory RFID SaaS, Lilydale VIC HQ",High
Dandenong Robotics Centre,dandenongrobotics.com.au,https://dandenongrobotics.com.au/careers,Dandenong,"Automated guided vehicles (AGV) for industrial warehouses, heavy freight navigation sensors, and warehouse robotics, Dandenong VIC HQ",High
Frankston Healthtech Lab,frankstonhealthtech.com.au,https://frankstonhealthtech.com.au/careers,Frankston,"Biomedical patient rehabilitation sensor suits, gait analysis inertial telemetry, and physical therapy SaaS, Frankston VIC HQ",High
Mornington Peninsula Cleantech,mpcleantech.com.au,https://mpcleantech.com.au/careers,Mornington,"Micro-scale anaerobic biodigester telemetry, organic waste circular economy analytics, and biogas telemetry, Mornington VIC HQ",High
Bairnsdale Marine Sensors,bairnsdalemarine.com.au,https://bairnsdalemarine.com.au/careers,Bairnsdale,"Gippsland Lakes salinity optical sensors, commercial fishing vessel VMS telemetry, and estuary water quality IoT, Bairnsdale VIC HQ",High
Castlemaine Engineering Tech,castlemaineengineering.com.au,https://castlemaineengineering.com.au/careers,Castlemaine,"Electric vehicle conversion controller firmware, retrofitted heavy vehicle battery packs, and EV powertrain telemetry, Castlemaine VIC HQ",High
Ballarat Solar Tech,ballaratsolar.com.au,https://ballaratsolar.com.au/careers,Ballarat,"Commercial rooftop solar optimization firmware, dynamic export curtailment controllers, and grid battery integration, Ballarat VIC HQ",High
Geelong Aerospace Sensors,geelongaerospace.com.au,https://geelongaerospace.com.au/careers,Geelong,"Aerospace composite vibration acoustic sensors, structural fatigue strain gauges, and flight telemetry loggers, North Shore Geelong VIC HQ",High
Opmantek Software,opmantek.com,https://opmantek.com/careers,Gold Coast,"Automated network management, telecom IT performance auditing, and NMIS server observability software, Gold Coast QLD HQ",High
Russell Mineral Equipment Tech,rmeglobal.com,https://www.rmeglobal.com/careers,Toowoomba,"Automated robotic mill relining machines, vision-guided robotic manipulators, and high-altitude mining robotics, Toowoomba QLD HQ",High
ENVIROFIBRE Tech,envirofibre.com.au,https://envirofibre.com.au/careers,Sunshine Coast,"Circular economy industrial composite recycling, cellulose material lifecycle algorithms, and automated fiber processing, Kunda Park QLD HQ",High
Coastr Technology,coastr.com,https://coastr.com/careers,Gold Coast,"Cloud-based vehicle rental management platform, connected car telematics keyless entry, and fleet utilization AI, Gold Coast QLD HQ",High
Cityzen Tech,cityzen.com.au,https://cityzen.com.au/careers,Gold Coast,"Urban pedestrian density sensor networks, retail footfall computer vision, and municipal planning analytics, Gold Coast QLD HQ",High
AgTech Central,agtechcentral.com.au,https://agtechcentral.com.au/careers,Toowoomba,"Darling Downs broadacre grain moisture telemetry, automated silo aeration controllers, and rural wireless mesh gateways, Toowoomba QLD HQ",High
Wellcamp Aerospace Tech,wellcampaerospace.com.au,https://wellcampaerospace.com.au/careers,Toowoomba,"Composite aerostructures manufacturing automation, flight test instrumentation telemetry, and drone port flight dispatch, Wellcamp QLD HQ",High
Cairns Aviation Tech,cairnsaviation.com.au,https://cairnsaviation.com.au/careers,Cairns,"Tropical avionics maintenance tracking software, wet-tropics turbine vibration monitoring, and regional air charter booking SaaS, Cairns QLD HQ",High
Wet Tropics BioSensors,wettropicsbiosensors.com.au,https://wettropicsbiosensors.com.au/careers,Cairns,"Rainforest biodiversity acoustic recording sensors, automated bat/bird call machine learning classifier, and canopy microclimate IoT, Cairns QLD HQ",High
Far North Telemetry,farnorthtelemetry.com.au,https://farnorthtelemetry.com.au/careers,Cairns,"Remote indigenous community solar microgrid controllers, cyclone-rated satellite weather stations, and river flood telemetry, Cairns QLD HQ",High
JCU Marine Deeptech,jcumaredeptech.com.au,https://jcumaredeptech.com.au/careers,Townsville,"Autonomous underwater vehicle (AUV) reef survey mapping, acoustic fish tagging hydrophone arrays, and coral thermal bleaching algorithms, Douglas Townsville QLD HQ",High
Townsville Port Telemetry,townsvilleporttech.com.au,https://townsvilleporttech.com.au/careers,Townsville,"Bulk mineral export ship loader telemetry, environmental dust optical dispersion models, and vessel berthing radar, Townsville QLD HQ",High
CopperString Digital,copperstringdigital.com.au,https://copperstringdigital.com.au/careers,Townsville,"High-voltage transmission line SCADA monitoring, Northwest Minerals Province clean energy dispatch, and grid stability digital twin, Townsville QLD HQ",High
Mackay Autonomous Mining,mackayminingtech.com.au,https://mackayminingtech.com.au/careers,Mackay,"Underground coal dragline telemetry, automated conveyor belt rip optical sensors, and Bowen Basin equipment fleet tracking, Mackay QLD HQ",High
CQUniversity Agtech,cquagtech.com.au,https://cquagtech.com.au/careers,Rockhampton,"Precision livestock automated walk-over weighing scales, real-time carcass yield ultrasound scanning, and cattle GPS ear tags, Rockhampton QLD HQ",High
Bundaberg Brew Tech,bundabergbrewtech.com.au,https://bundabergbrewtech.com.au/careers,Bundaberg,"Industrial fermentation process SCADA, automated sugar brix optical refractometer telemetry, and bottling line robotics, Bundaberg QLD HQ",High
Gladstone Hydrogen Telemetry,gladstonehydrogen.com.au,https://gladstonehydrogen.com.au/careers,Gladstone,"Industrial ammonia port loading telemetry, hydrogen pipeline pressure sensor networks, and export terminal environmental monitoring, Gladstone QLD HQ",High
Bowen Basin Telematics,bowenbasin.com.au,https://bowenbasin.com.au/careers,Emerald,"Open-cut mine haul road dust suppression telemetry, autonomous blast hole drill tracking, and worker heat stress wearable IoT, Emerald QLD HQ",High
Hervey Bay Marine Electronics,herveybaymarine.com.au,https://herveybaymarine.com.au/careers,Hervey Bay,"Whale migration acoustic tracking hydrophones, recreational vessel navigational telemetry, and Great Sandy Strait water quality sensors, Hervey Bay QLD HQ",High
Maroochydore Smart City IoT,maroochydoresmartcity.com.au,https://maroochydoresmartcity.com.au/careers,Sunshine Coast,"Automated underground pneumatic waste disposal telemetry, smart LED street lighting networks, and city sensor data fabric, Maroochydore QLD HQ",High
Noosa Biosphere Tech,noosabiosphere.com.au,https://noosabiosphere.com.au/careers,Noosa,"Oyster reef restoration acoustic monitoring, koala tracking thermal drone algorithms, and catchment runoff sensor grids, Noosaville QLD HQ",High
Gold Coast Robotics Hub,gcroboticshub.com.au,https://gcroboticshub.com.au/careers,Gold Coast,"Autonomous surf lifesaving beach patrol drones, rip current optical tracking computer vision, and shark detection camera AI, Southport QLD HQ",High
Varsity Lakes Cloud Lab,varsitylakescloud.com.au,https://varsitylakescloud.com.au/careers,Gold Coast,"Cloud-native ERP integration software, university student lifecycle analytics SaaS, and automated document workflow toolchains, Varsity Lakes QLD HQ",High
Robina Healthtech Solutions,robinahealthtech.com.au,https://robinahealthtech.com.au/careers,Gold Coast,"Hospital outpatient bed occupancy prediction algorithms, surgical suite instrument RFID tracking, and patient check-in kiosks, Robina QLD HQ",High
Ipswich Defense Robotics,ipswichdefenserobotics.com.au,https://ipswichdefenserobotics.com.au/careers,Ipswich,"Armoured military vehicle electronic sub-assemblies, military heavy vehicle digital dashboards, and autonomous convoy follow-me firmware, Ipswich QLD HQ",High
Logan Cleantech Energy,logancleantech.com.au,https://logancleantech.com.au/careers,Logan,"Sewage gas biosolid gasification telemetry, hydrogen-rich syngas process automation, and regional carbon abatement tracking, Logan Central QLD HQ",High
Redland Marine BioSensors,redlandmarine.com.au,https://redlandmarine.com.au/careers,Cleveland,"Moreton Bay seagrass bed optical drone mapping, mangrove carbon flux telemetry, and coastal wave energy sensor arrays, Cleveland QLD HQ",High
Caboolture Ag Systems,cabooltureagsystems.com.au,https://cabooltureagsystems.com.au/careers,Caboolture,"Commercial strawberry hydroponics nutrient dosing automation, greenhouse climate IoT controllers, and fruit picking robotic arms, Caboolture QLD HQ",High
Gympie Timber Tech,gympietimbertech.com.au,https://gympietimbertech.com.au/careers,Gympie,"Acoustic timber strength grading ultrasound sensors, commercial sawmill log scanning 3D laser profilers, and kiln moisture telemetry, Gympie QLD HQ",High
Maryborough Rail Robotics,maryboroughrail.com.au,https://maryboroughrail.com.au/careers,Maryborough,"Passenger train carriage automated robotic welding cells, bogie acoustic health sensors, and rollingstock predictive maintenance SaaS, Maryborough QLD HQ",High
Chinchilla Gas Telemetry,chinchillagas.com.au,https://chinchillagas.com.au/careers,Chinchilla,"Coal seam gas wellhead autonomous pressure telemetry, underground water monitoring sensor networks, and pipeline methane acoustic detectors, Chinchilla QLD HQ",High
Roma Pastoral Tech,romapastoral.com.au,https://romapastoral.com.au/careers,Roma,"Australia's largest cattle saleyards automated drafting RFID antennas, biometric cattle health cameras, and electronic livestock auction trading software, Roma QLD HQ",High
Mount Isa Mineral Sensors,mountisaminerals.com.au,https://mountisaminerals.com.au/careers,Mount Isa,"Underground deep-mine seismic acoustic monitoring, ventilation air methane sensors, and autonomous underground bogger teleoperation, Mount Isa QLD HQ",High
Atherton Tablelands Agtech,athertonagtech.com.au,https://athertonagtech.com.au/careers,Atherton,"Tropical avocado maturity spectral NIR scanners, macadamia nut sorting computer vision, and hillside erosion telemetry, Atherton QLD HQ",High
Weipa Maritime Logistics,weipamaritime.com.au,https://weipamaritime.com.au/careers,Weipa,"Bauxite bulk export vessel queuing algorithms, Cape York shallow channel sonar bathymetry, and cyclone berth telemetry, Weipa QLD HQ",High
Innisfail Sugar Automation,innisfailsugar.com.au,https://innisfailsugar.com.au/careers,Innisfail,"Sugar cane train locomotive GPS fleet management, mill boiler combustion AI controllers, and bagasse biofuel power telemetry, Innisfail QLD HQ",High
Stanthorpe Apple Tech,stanthorpeappletech.com.au,https://stanthorpeappletech.com.au/careers,Stanthorpe,"Granite Belt apple cold-storage controlled atmosphere ethylene telemetry, vineyard frost inversion fans automation, and hail sensor networks, Stanthorpe QLD HQ",High
Spookfish Geospatial,spookfish.com,https://spookfish.com/careers,Perth,"High-altitude aerial camera systems, multi-camera photogrammetry, and automated orthophoto computer vision, Perth WA HQ",High
Pointerra,pointerra.com,https://www.pointerra.com/careers,Perth,"Massive 3D point cloud visualisation, cloud LiDAR compression algorithms, and spatial digital twin analytics, Perth WA HQ",High
Family Zone Tech,familyzone.com,https://familyzone.com/careers,Perth,"Cloud parental internet controls, school network cyber-filtering hardware, and youth online wellness analytics, West Perth WA HQ",High
CVCheck Tech,cvcheck.com,https://cvcheck.com/careers,Perth,"Automated employment background verification, police check credentialing APIs, and workforce compliance SaaS, Osborne Park WA HQ",High
SEQTA Software,seqta.com.au,https://seqta.com.au/careers,Perth,"K-12 school teaching and learning management system, student pastoral care analytics, and parent communication portals, Joondalup WA HQ",High
Scene Group Tech,scenegroup.com.au,https://scenegroup.com.au/careers,Perth,"Real-time 2D/3D motion design software (Cavalry), procedural animation engines, and rendering software toolchains, Fremantle WA HQ",High
Bankwest Digital,bankwest.com.au,https://www.bankwest.com.au/about-us/careers,Perth,"Retail digital banking APIs, mobile app financial architectures, and automated customer credit assessment rails, Perth WA HQ",High
Pilbara Autonomous Mining,pilbaraminingtech.com.au,https://pilbaraminingtech.com.au/careers,Karratha,"Heavy autonomous iron ore haul truck fleet telemetry, remote pit wireless networks, and robotic railcar dumpers, Karratha WA HQ",High
South West Agtech Bunbury,southwestagtech.com.au,https://southwestagtech.com.au/careers,Bunbury,"Dairy robot automated rotary milking telemetry, silage fermentation monitoring IoT, and regional water allocation models, Bunbury WA HQ",High
Kalgoorlie Mine Automation,kalgoorliemining.com.au,https://kalgoorliemining.com.au/careers,Kalgoorlie,"Super Pit geotechnical wall stability radar monitoring, underground gold stoping autonomous boggers, and mill flotation sensor arrays, Kalgoorlie WA HQ",High
Ningaloo Marine Telemetry,ningaloomarine.com.au,https://ningaloomarine.com.au/careers,Exmouth,"Whale shark acoustic satellite tags, coral reef hydrographic telemetry, and marine park vessel tracking systems, Exmouth WA HQ",High
Albany Wave Energy Tech,albanywaveenergy.com.au,https://albanywaveenergy.com.au/careers,Albany,"Submerged offshore wave energy converter telemetry, King George Sound marine swell hydrodynamics, and microgrid clean energy integration, Albany WA HQ",High
Geraldton Wind Robotics,geraldtonwind.com.au,https://geraldtonwind.com.au/careers,Geraldton,"Midwest coastal wind turbine autonomous blade inspection drones, wind shear lidar arrays, and green hydrogen plant control, Geraldton WA HQ",High
Busselton Viticulture Sensors,busseltonviti.com.au,https://busseltonviti.com.au/careers,Busselton,"Margaret River wine grape canopy infrared thermal sensors, automated micro-sprinkler frost protection, and soil water deficit IoT, Busselton WA HQ",High
Fremantle Subsea Robotics,fremantlesubsea.com.au,https://fremantlesubsea.com.au/careers,Fremantle,"Offshore oil and gas subsea pipeline autonomous underwater inspection vehicles, acoustic positioning transponders, and hull crawlers, Fremantle WA HQ",High
Broome Pearl BioSensors,broomepearl.com.au,https://broomepearl.com.au/careers,Broome,"Pinctada maxima pearl oyster biosensors, tidal current optical turbidity logging, and Roebuck Bay aquaculture temperature telemetry, Broome WA HQ",High
Esperance Grain Logistics,esperancegrain.com.au,https://esperancegrain.com.au/careers,Esperance,"Deepwater port grain ship loader telemetry, broadacre canola oil protein NIR analyzers, and regional rail hopper wagon tracking, Esperance WA HQ",High
Port Hedland Maritime Radar,porthedlandmaritime.com.au,https://porthedlandmaritime.com.au/careers,Port Hedland,"Tidal channel dynamic under-keel clearance (DUKC) models, bulk carrier automated mooring telemetry, and port vessel traffic management, Port Hedland WA HQ",High
Kwinana Industrial Digital Twin,kwinanadigitaltwin.com.au,https://kwinanadigitaltwin.com.au/careers,Kwinana,"Lithium hydroxide refinery process digital twins, chemical park waste heat exchange telemetry, and battery precursor sensor networks, Kwinana Beach WA HQ",High
Henderson Marine Defence,hendersondefence.com.au,https://hendersondefence.com.au/careers,Henderson,"Naval patrol boat modular construction robotics, marine aluminium friction stir welding telemetry, and drydock vessel transfer sensors, Henderson WA HQ",High
Subiaco Cloud Technologies,subiacocloud.com.au,https://subiacocloud.com.au/careers,Perth,"Enterprise multi-cloud cost optimization algorithms, Kubernetes automated cluster right-sizing SaaS, and DevOps compliance software, Subiaco WA HQ",High
Joondalup Cyber Academy Tech,joondalupcyber.com.au,https://joondalupcyber.com.au/careers,Joondalup,"Cybersecurity simulated attack range software, industrial control system (ICS) testbed emulation, and security operations training platforms, Joondalup WA HQ",High
Midland Rail Automation,midlandrail.com.au,https://midlandrail.com.au/careers,Midland,"Metronet passenger rail signalling software, automated train operation (ATO) interfaces, and platform screen door obstacle detection, Midland WA HQ",High
Mandurah Environmental IoT,mandurahenviro.com.au,https://mandurahenviro.com.au/careers,Mandurah,"Peel-Harvey estuary blue-green algae optical sensors, coastal canal water exchange telemetry, and urban stormwater runoff models, Mandurah WA HQ",High
Northam Broadacre Tech,northambroadacre.com.au,https://northambroadacre.com.au/careers,Northam,"Avon Valley wheat yield prediction satellite models, autonomous tractor RTK guidance base stations, and farm fuel consumption telemetry, Northam WA HQ",High
Newman Mining Telemetry,newmanmining.com.au,https://newmanmining.com.au/careers,Newman,"Mount Whaleback iron ore pit wall radar deformation sensors, heavy locomotive brake temperature wireless monitoring, and autonomous blast drill telemetry, Newman WA HQ",High
Silentium Defence,silentiumdefence.com.au,https://www.silentiumdefence.com.au/careers,Adelaide,"Passive radar surveillance sensors, covert airspace monitoring, and sovereign counter-drone electronic warfare systems, Adelaide SA HQ",High
Acacia Systems,acaciasystems.com.au,https://acaciasystems.com.au/careers,Adelaide,"Submarine sonar signal processing, naval combat management system integration, and tactical acoustics software, Adelaide SA HQ",High
Dspace Australia,dspace.com,https://www.dspace.com/en/inc/home/company/career.cfm,Adelaide,"Automotive hardware-in-the-loop (HIL) simulation testbenches, autonomous driving sensor simulation, and ECU verification software, Tonsley Adelaide SA HQ",High
CogBI Analytics,cogbi.com.au,https://cogbi.com.au/careers,Adelaide,"Healthcare clinical pathway decision support AI, emergency department flow prediction algorithms, and hospital bed analytics SaaS, Adelaide SA HQ",High
BAE Systems Digital SA,baesystems.com,https://www.baesystems.com/en-aus/careers,Adelaide,"Naval shipbuilding digital shipyard toolchains, Hunter class frigate 3D product lifecycle management, and sovereign defence software, Edinburgh SA HQ",High
Saab Australia Digital,saab.com,https://www.saab.com/markets/australia/careers,Adelaide,"9LV naval combat management systems, sovereign naval command and control software, and critical infrastructure security platforms, Mawson Lakes SA HQ",High
