name,domain,careers_url,city,reason,confidence
Hnry,hnry.com.au,https://hnry.com.au/careers,Sydney,"Automated tax and GST filing for Australian freelancers and sole traders, Sydney NSW HQ",High
Barcats,barcats.com.au,https://barcats.com.au/careers,Melbourne,"Hospitality staffing marketplace connecting venues with casual bar and kitchen staff, Melbourne VIC HQ",High
Wiise,wiise.com,https://wiise.com/careers,Melbourne,"ERP for Australian SMEs built on Microsoft Business Central, Melbourne VIC HQ",High
TalentVine,talentvine.com.au,https://talentvine.com.au/careers,Melbourne,"Recruiter marketplace where employers submit briefs and agencies compete, Melbourne VIC HQ",High
Proda,proda.ai,https://proda.ai/careers,Sydney,"AI-powered real estate rent roll data extraction and normalisation for lenders, Sydney NSW HQ",High
Prospection,prospection.com,https://prospection.com/careers,Sydney,"Pharmaceutical market analytics and prescriber targeting using claims data, Sydney NSW HQ",High
Acredia,acredia.com.au,https://acredia.com.au/careers,Sydney,"Trade credit insurance digital distribution and underwriting platform, Sydney NSW HQ",High
Meld Gold,meld.gold,https://meld.gold/careers,Sydney,"Gold bullion tokenisation and physical-digital settlement platform, Sydney NSW HQ",High
Valocity,valocity.co,https://valocity.co/careers,Auckland,"Automated property valuation and risk decisioning API for mortgage lenders, Sydney NSW AU office",High
Moshi,moshi.ai,https://moshi.ai/careers,Melbourne,"Sleeptime audio stories and wellness content subscription for children, Melbourne VIC HQ",High
Glow,glow.earth,https://glow.earth/careers,Melbourne,"Peer-to-peer carbon credit marketplace for household climate action, Melbourne VIC HQ",High
Verifyy,verifyy.com.au,https://verifyy.com.au/careers,Brisbane,"Digital identity proofing and document verification API for regulated industries, Brisbane QLD HQ",High
Kambr,kambr.com,https://kambr.com/careers,Melbourne,"Airline revenue management optimisation and dynamic pricing analytics, Melbourne VIC HQ",High
CancerAid,canceraid.com,https://canceraid.com/careers,Sydney,"Digital companion app for cancer patients tracking symptoms and treatment progress, Sydney NSW HQ",High
PayTo Platform,payto.net.au,https://payto.net.au/careers,Sydney,"New Payments Platform PayTo mandate management for bank direct debit replacement, Sydney NSW HQ",High
Pearlii,pearlii.com,https://pearlii.com/careers,Sydney,"AI-powered dental decay detection from smartphone selfie photos, Sydney NSW HQ",High
Mobi Technologies,mobi.com.au,https://mobi.com.au/careers,Melbourne,"Shared electric scooter and bike mobility platform for Australian cities, Melbourne VIC HQ",High
Actionstep,actionstep.com,https://actionstep.com/careers,Auckland,"Legal practice management and matter workflow platform for law firms, Sydney NSW AU office",High
RocketBoots,rocketboots.com,https://rocketboots.com/careers,Brisbane,"Spatial analytics and indoor positioning for retail and venue intelligence, Brisbane QLD HQ",High
Openn Negotiation,openn.com.au,https://openn.com.au/careers,Perth,"Transparent online property auction and sales platform for real estate, Perth WA HQ",High
Limepay,limepay.com.au,https://limepay.com.au/careers,Sydney,"White-label BNPL and embedded payments for B2B platform businesses, Sydney NSW HQ",High
Cognian Technologies,cognian.com,https://cognian.com/careers,Perth,"AI-optimised commercial building lighting and IoT control networks, Perth WA HQ",High
Tandem,tandem.com.au,https://tandem.com.au/careers,Melbourne,"Employer-of-record and contractor payroll platform for flexible workforce, Melbourne VIC HQ",High
Koda Capital,kodacapital.com,https://kodacapital.com/careers,Sydney,"Independent wealth management and technology platform for high net worth, Sydney NSW HQ",High
Coder Academy,coderacademy.edu.au,https://coderacademy.edu.au/careers,Brisbane,"Accredited coding bootcamp and software development diploma programs, Brisbane QLD HQ",High
Airsheet,airsheet.co,https://airsheet.co/careers,Melbourne,"No-code app builder using Google Sheets as the database for SMEs, Melbourne VIC HQ",High
Cover More,covermore.com.au,https://covermore.com.au/careers,Sydney,"Travel insurance technology and assistance services owned by Zurich, Sydney NSW HQ",High
Siteassist,siteassist.co,https://siteassist.co/careers,Sydney,"Construction site visitor management and safety induction check-in platform, Sydney NSW HQ",High
Paydirt,paydirt.com.au,https://paydirt.com.au/careers,Brisbane,"Mining project management and cost control software for exploration companies, Brisbane QLD HQ",High
Serenity Forge,serenityforge.com,https://serenityforge.com/careers,Brisbane,"Independent game development studio with narrative and wellness-focused titles, Brisbane QLD HQ",High
Azility,azility.com,https://azility.com/careers,Brisbane,"Energy data management and carbon reporting for commercial building portfolios, Brisbane QLD HQ",High
Cirralto,cirralto.com.au,https://cirralto.com.au/careers,Adelaide,"B2B payments and marketplace commerce platform for trade accounts, Adelaide SA HQ",High
Meticore,meticore.com.au,https://meticore.com.au/careers,Perth,"Digital asset management and AI tagging for mining and resources imagery, Perth WA HQ",High
Neto,netohq.com,https://netohq.com/careers,Brisbane,"Multi-channel e-commerce platform and inventory management for Australian retailers, Brisbane QLD HQ",High
Scape Australia,scape.com.au,https://scape.com.au/careers,Brisbane,"Purpose-built student accommodation operator with app-driven community platform, Brisbane QLD HQ",High
Fareharbor AU,fareharbor.com,https://fareharbor.com/careers,Gold Coast,"Online booking and reservation system for tours activities and attractions, Gold Coast QLD AU office",High
Machinify AU,machinify.com,https://machinify.com/careers,Sydney,"AI-powered healthcare claims review and payment integrity automation, Sydney NSW AU office",High
Airvantage AU,airvantage.io,https://airvantage.io/careers,Sydney,"Connected vehicle telematics and fleet IoT solutions for logistics, Sydney NSW HQ",High
Arpa,arpa.com.au,https://arpa.com.au/careers,Sydney,"AI-driven claims processing and insurance document automation, Sydney NSW HQ",High
Opsian,opsian.com,https://opsian.com/careers,Sydney,"Continuous profiling and application performance optimisation for JVM services, Sydney NSW HQ",High
Mimecast AU,mimecast.com,https://mimecast.com/careers,Sydney,"Email security cloud and cyber resilience platform for enterprise, Sydney NSW AU office",High
Tablo Publishing,tablo.io,https://tablo.io/careers,Melbourne,"Self-publishing and print-on-demand platform for independent authors, Melbourne VIC HQ",High
Geoscience Australia Digital,ga.gov.au,https://ga.gov.au/careers,Canberra,"National geospatial and earth observation data infrastructure, Canberra ACT HQ",High
Agflow,agflow.com,https://agflow.com/careers,Sydney,"Agricultural commodity trading intelligence and price benchmarking platform, Sydney NSW HQ",High
Airposium,airposium.com.au,https://airposium.com.au/careers,Melbourne,"Aviation software and regulatory compliance tools for Australian air operators, Melbourne VIC HQ",High
DX Labs,dxlabs.com.au,https://dxlabs.com.au/careers,Perth,"Deep-tech hardware incubator for satellite and defence electronics, Perth WA HQ",High
Fyfe,fyfe.com.au,https://fyfe.com.au/careers,Perth,"Engineering and surveying consultancy with digital twin and BIM capabilities, Perth WA HQ",High
Groundswell Ag,groundswellag.com.au,https://groundswellag.com.au/careers,Toowoomba,"AgTech soil health analytics and carbon farming platform, Toowoomba QLD HQ",High
Farmwall,farmwall.io,https://farmwall.io/careers,Adelaide,"Vertical farming hardware and automation for indoor leafy greens, Adelaide SA HQ",High
Lumos Energy,lumosenergy.com.au,https://lumosenergy.com.au/careers,Melbourne,"Retail electricity and gas for residential and SME with green options, Melbourne VIC HQ",High
Powow,powow.com.au,https://powow.com.au/careers,Adelaide,"Peer-to-peer energy trading platform using blockchain settlement on NEM, Adelaide SA HQ",High
Resi,resi.com.au,https://resi.com.au/careers,Brisbane,"On-demand home renovation marketplace with fixed-price trade quotes, Brisbane QLD HQ",High
Scamwatch Tech,scamwatch.tech,https://scamwatch.tech/careers,Canberra,"Real-time SMS and email scam detection and consumer alerting, Canberra ACT HQ",High
Aptree,aptree.com.au,https://aptree.com.au/careers,Melbourne,"Learning management and skills verification for construction licensing, Melbourne VIC HQ",High
Commusoft AU,commusoft.com,https://commusoft.com/careers,Sydney,"Field service and job management software for heating plumbing and electrical, Sydney NSW AU office",High
WaterNSW Digital,waternsw.com.au,https://waternsw.com.au/careers,Sydney,"Water utilities infrastructure monitoring and IoT sensor data platform, Sydney NSW HQ",High
Corelink,corelink.com.au,https://corelink.com.au/careers,Sydney,"Network infrastructure and dark fibre connectivity for financial markets, Sydney NSW HQ",High
Limelight Health AU,limelighthealth.com,https://limelighthealth.com/careers,Sydney,"Group insurance quoting and employee benefits automation for brokers, Sydney NSW AU office",High
Relectrify,relectrify.com,https://relectrify.com/careers,Melbourne,"Second-life EV battery repurposing and stationary grid storage systems, Melbourne VIC HQ",High
Jord Winkel,jordwinkel.com.au,https://jordwinkel.com.au/careers,Sydney,"Ecommerce and retail analytics consultancy for Shopify ecosystem, Sydney NSW HQ",High
Domo AU,domo.com,https://domo.com/careers,Sydney,"Business intelligence cloud platform for executive dashboards and data apps, Sydney NSW AU office",High
Zeelo AU,zeelo.co,https://zeelo.co/careers,Sydney,"Employer and campus bus-as-a-service and shared mobility platform, Sydney NSW AU office",High
Skodel,skodel.com,https://skodel.com/careers,Sydney,"Student wellbeing measurement and early intervention platform for schools, Sydney NSW HQ",High
VenueNow,venuenow.com.au,https://venuenow.com.au/careers,Sydney,"Online venue hire and event space booking marketplace, Sydney NSW HQ",High
Meltwater AU,meltwater.com,https://meltwater.com/careers,Sydney,"Media monitoring and PR intelligence platform for corporate communications, Sydney NSW AU office",High
Rollit,rollit.com.au,https://rollit.com.au/careers,Brisbane,"Salary sacrifice and employee financial benefit administration platform, Brisbane QLD HQ",High
Parbery,parbery.com.au,https://parbery.com.au/careers,Canberra,"Advisory and consulting for APS digital and data transformation programs, Canberra ACT HQ",High
Avanade AU,avanade.com,https://avanade.com/careers,Sydney,"Microsoft consulting and managed services for enterprise, Sydney NSW AU office",High
Assembly Label,assemblylabel.com,https://assemblylabel.com/careers,Melbourne,"Sustainable fashion brand with digital-first supply chain transparency, Melbourne VIC HQ",High
Modibodi,modibodi.com,https://modibodi.com/careers,Sydney,"Sustainable period and leak-proof underwear with direct-to-consumer e-commerce, Sydney NSW HQ",High
Dronedesk AU,dronedesk.net,https://dronedesk.net/careers,Brisbane,"Drone operations management and flight planning compliance platform, Brisbane QLD HQ",High
Ecoplanet,ecoplanet.com.au,https://ecoplanet.com.au/careers,Sydney,"Corporate sustainability reporting and ESG data platform for ASX-listed companies, Sydney NSW HQ",High
Blueshift AU,blueshift.com,https://blueshift.com/careers,Sydney,"AI-driven customer data platform and cross-channel personalisation engine, Sydney NSW AU office",High
Yoti AU,yoti.com,https://yoti.com/careers,Melbourne,"Digital identity and age verification SDK for regulated services, Melbourne VIC AU office",High
Brightflag AU,brightflag.com,https://brightflag.com/careers,Sydney,"AI-powered legal invoice review and e-billing for corporate legal departments, Sydney NSW AU office",High
Workgrid AU,workgrid.com,https://workgrid.com/careers,Sydney,"Employee digital assistant middleware for HR and IT self-service, Sydney NSW AU office",High
Synapse,synapse.com.au,https://synapse.com.au/careers,Perth,"Mining and resources workforce training compliance management, Perth WA HQ",High
LCI Education AU,lcieducation.com,https://lcieducation.com/careers,Sydney,"International creative arts and design college with digital curriculum, Sydney NSW AU office",High
LeafLink AU,leaflink.com,https://leaflink.com/careers,Sydney,"Cannabis wholesale marketplace platform, Sydney NSW AU office",High
Dataro,dataro.io,https://dataro.io/careers,Sydney,"AI-powered donor retention and fundraising propensity scoring for nonprofits, Sydney NSW HQ",High
Pax8 AU,pax8.com,https://pax8.com/careers,Sydney,"Cloud commerce marketplace for managed service providers, Sydney NSW AU office",High
Canary Technologies AU,canarytechnologies.com,https://canarytechnologies.com/careers,Sydney,"Hotel guest management and digital check-in platform, Sydney NSW AU office",High
Nudge Education,nudge.com.au,https://nudge.com.au/careers,Melbourne,"Student wellbeing and attendance tracking platform for secondary schools, Melbourne VIC HQ",High
Birdseye Analytics,birdseye.com.au,https://birdseye.com.au/careers,Brisbane,"Retail store traffic counting and shopper behaviour analytics, Brisbane QLD HQ",High
Neccton AU,neccton.com,https://neccton.com/careers,Melbourne,"Responsible gambling analytics and player harm detection AI, Melbourne VIC AU office",High
Lexis Nexis AU,lexisnexis.com.au,https://lexisnexis.com.au/careers,Sydney,"Legal research and compliance data platform for law firms and regulators, Sydney NSW HQ",High
Fulcrum GT,fulcrumgt.com,https://fulcrumgt.com/careers,Sydney,"Legal matter management and financial intelligence for global law firms, Sydney NSW AU office",High
Juno Journey AU,junojourney.com,https://junojourney.com/careers,Melbourne,"Employee learning and development journeys personalised by role, Melbourne VIC AU office",High
Judo Bank,judo.bank,https://judo.bank/careers,Melbourne,"Challenger business bank focused on SME relationship lending and term deposits, Melbourne VIC HQ",High
Penzo,penzo.com.au,https://penzo.com.au/careers,Canberra,"Defence and government data analytics and intelligence platform, Canberra ACT HQ",High
Fynd AU,fynd.in,https://fynd.in/careers,Melbourne,"Omnichannel retail technology platform for fashion and lifestyle brands, Melbourne VIC AU office",High
Bubblegum,bubblegum.work,https://bubblegum.work/careers,Sydney,"Talent community platform for creative and digital professionals, Sydney NSW HQ",High
1spatial AU,1spatial.com,https://1spatial.com/careers,Sydney,"Geospatial data management and location intelligence tools for utilities, Sydney NSW AU office",High
Ohmie Go AU,ohmie-go.com,https://ohmie-go.com/careers,Melbourne,"EV charging sharing marketplace for home and workplace charge points, Melbourne VIC AU office",High
Isobar AU,isobar.com,https://isobar.com/careers,Sydney,"Digital experience consultancy for brand and e-commerce transformation, Sydney NSW HQ",High
Cohort Go,cohortgo.com,https://cohortgo.com/careers,Brisbane,"International student payment and health insurance management platform, Brisbane QLD HQ",High
Beforepay,beforepay.com.au,https://beforepay.com.au/careers,Sydney,"Wage advance and earned-wage access app for Australian workers, Sydney NSW HQ",High
Cashrewards,cashrewards.com.au,https://cashrewards.com.au/careers,Sydney,"Cashback and loyalty rewards platform for Australian online shoppers, Sydney NSW HQ",High
Lumi Business,lumi.com.au,https://lumi.com.au/careers,Sydney,"SME unsecured business lending with algorithmic underwriting, Sydney NSW HQ",High
Stockspot,stockspot.com.au,https://stockspot.com.au/careers,Sydney,"Robo-adviser and automated ETF portfolio management for Australian investors, Sydney NSW HQ",High
Pearler,pearler.com,https://pearler.com/careers,Sydney,"Long-term share investing platform focused on index fund education, Sydney NSW HQ",High
Selfwealth,selfwealth.com.au,https://selfwealth.com.au/careers,Melbourne,"Commission-free CHESS-sponsored share trading and community portfolio benchmarking, Melbourne VIC HQ",High
Six Park,sixpark.com.au,https://sixpark.com.au/careers,Melbourne,"ETF-based robo-adviser with human expert oversight for Australian investors, Melbourne VIC HQ",High
iSelect,iselect.com.au,https://iselect.com.au/careers,Melbourne,"Insurance and utility comparison marketplace for Australian consumers, Melbourne VIC HQ",High
Choosi,choosi.com.au,https://choosi.com.au/careers,Sydney,"Insurance comparison and purchase platform focused on life and income protection, Sydney NSW HQ",High
Elmo Software,elmosoftware.com.au,https://elmosoftware.com.au/careers,Sydney,"HR workforce management and payroll platform for mid-market Australian businesses, Sydney NSW HQ",High
Coassemble,coassemble.com,https://coassemble.com/careers,Newcastle,"Employee training course creator and LMS for frontline teams, Newcastle NSW HQ",High
Honey Insurance,honey.com.au,https://honey.com.au/careers,Sydney,"Smart home insurance using IoT sensors to detect risk and reduce premiums, Sydney NSW HQ",High
Huddle Insurance,huddle.com.au,https://huddle.com.au/careers,Melbourne,"Peer-to-peer car and contents insurance with community pooling, Melbourne VIC HQ",High
Valiant Finance,valiantfinance.com.au,https://valiantfinance.com.au/careers,Sydney,"SME lending marketplace matching businesses with 80 lender options, Sydney NSW HQ",High
Get Capital,getcapital.com.au,https://getcapital.com.au/careers,Sydney,"Online SME working capital lender with fast unsecured business loans, Sydney NSW HQ",High
Tiimely,tiimely.com,https://tiimely.com/careers,Adelaide,"Digital home loan lender with fully online application and fast approval, Adelaide SA HQ",High
Cirrus Networks,cirrusnetworks.com.au,https://cirrusnetworks.com.au/careers,Perth,"Managed IT and cloud services for WA mid-market and government, Perth WA HQ",High
Calxa,calxa.com,https://calxa.com/careers,Brisbane,"Financial reporting and cash flow forecasting for nonprofits and SMEs, Brisbane QLD HQ",High
Open Insurance,open.com.au,https://open.com.au/careers,Sydney,"Digital-first comprehensive car insurance with embedded telematics, Sydney NSW HQ",High
Laybuy,laybuy.com,https://laybuy.com/careers,Auckland,"Buy-now-pay-later in six weekly instalments for retail, Sydney NSW AU office",High
FERO Finance,fero.com.au,https://fero.com.au/careers,Melbourne,"Vehicle finance marketplace connecting car buyers with lenders, Melbourne VIC HQ",High
Flybuys Digital,flybuys.com.au,https://flybuys.com.au/careers,Melbourne,"Coles coalition loyalty programme and customer data analytics platform, Melbourne VIC HQ",High
Everyday Rewards,everydayrewards.com.au,https://everydayrewards.com.au/careers,Sydney,"Woolworths Group loyalty and customer data platform, Sydney NSW HQ",High
Xemplo,xemplo.com,https://xemplo.com/careers,Brisbane,"HR, payroll and workforce management platform for enterprise, Brisbane QLD HQ",High
Tic:toc,tictoc.com.au,https://tictoc.com.au/careers,Adelaide,"Fully digital home loan lender with instant conditional approval engine, Adelaide SA HQ",High
Uno Home Loans,uno.com.au,https://uno.com.au/careers,Sydney,"Online mortgage broker platform and digital home loan comparison, Sydney NSW HQ",High
Sub60 Mortgages,sub60.com.au,https://sub60.com.au/careers,Sydney,"Fast mortgage application and broker tech platform for refinancers, Sydney NSW HQ",High
Tixel,tixel.com,https://tixel.com/careers,Brisbane,"Safe fan-to-fan ticket resale marketplace capped at 110% of face value, Brisbane QLD HQ",High
Moshtix,moshtix.com.au,https://moshtix.com.au/careers,Melbourne,"Independent live music ticketing and discovery platform, Melbourne VIC HQ",High
Ticketbooth,ticketbooth.com.au,https://ticketbooth.com.au/careers,Brisbane,"Event ticketing and management platform for festivals and venues, Brisbane QLD HQ",High
Rezgo AU,rezgo.com,https://rezgo.com/careers,Sydney,"Tour operator online booking and distribution channel management, Sydney NSW AU office",High
YOUniverse,youniversetech.com.au,https://youniversetech.com.au/careers,Melbourne,"Personalised digital health and wellness coaching platform, Melbourne VIC HQ",High
MePAY,mepay.com.au,https://mepay.com.au/careers,Sydney,"Earned wage access and financial wellbeing app for shift workers, Sydney NSW HQ",High
Openfort AU,openfort.xyz,https://openfort.xyz/careers,Melbourne,"Web3 game account and wallet management infrastructure, Melbourne VIC AU office",High
Zulu Republic AU,zulurepublic.io,https://zulurepublic.io/careers,Sydney,"Blockchain identity and decentralised finance infrastructure, Sydney NSW AU office",High
Finantix AU,finantix.com,https://finantix.com/careers,Sydney,"Wealth management client engagement and compliance platform, Sydney NSW AU office",High
Quantaco,quantaco.co,https://quantaco.co/careers,Sydney,"AI accounting and bookkeeping for hospitality groups, Sydney NSW HQ",High
Hospitality Hero,hospitalityhero.com.au,https://hospitalityhero.com.au/careers,Melbourne,"Workforce management and rostering for restaurant and café chains, Melbourne VIC HQ",High
Coda Payments AU,coda.io,https://coda.io/careers,Sydney,"Connected docs and collaborative workspace combining spreadsheets and apps, Sydney NSW AU office",High
Axlr8r,axlr8r.com,https://axlr8r.com/careers,Melbourne,"Hardware and deep tech startup accelerator program for Australian founders, Melbourne VIC HQ",High
GigHQ,gighq.com.au,https://gighq.com.au/careers,Brisbane,"Flexible work platform matching skilled contractors with project-based roles, Brisbane QLD HQ",High
Skilio,skilio.com.au,https://skilio.com.au/careers,Melbourne,"Skills credentialing and digital badge platform for vocational education, Melbourne VIC HQ",High
LegalEagle AU,legaleagle.com.au,https://legaleagle.com.au/careers,Sydney,"Online conveyancing and property legal services for NSW and VIC, Sydney NSW HQ",High
Docuware AU,docuware.com,https://docuware.com/careers,Sydney,"Cloud document management and workflow automation for enterprise, Sydney NSW AU office",High
Trackability,trackability.com.au,https://trackability.com.au/careers,Melbourne,"Cold chain IoT monitoring and temperature compliance for pharma logistics, Melbourne VIC HQ",High
Muru-D,muru-d.com,https://muru-d.com/careers,Sydney,"Telstra-backed early-stage startup accelerator program, Sydney NSW HQ",High
Startmate,startmate.com,https://startmate.com/careers,Sydney,"Australian startup accelerator and founder fellowship network, Sydney NSW HQ",High
BlueRock,bluerock.com.au,https://bluerock.com.au/careers,Melbourne,"Integrated advisory firm with technology, legal and accounting services for SMEs, Melbourne VIC HQ",High
Campfire Labs,campfirelabs.com.au,https://campfirelabs.com.au/careers,Sydney,"Interactive digital experience and gamification platform for corporate events, Sydney NSW HQ",High
Campaign Monitor,campaignmonitor.com,https://campaignmonitor.com/careers,Sydney,"Email marketing platform for designers and small businesses, Sydney NSW HQ",High
Fluent Commerce,fluentcommerce.com,https://fluentcommerce.com/careers,Sydney,"Distributed order management platform for omnichannel retailers, Sydney NSW HQ",High
Spectur,spectur.com.au,https://spectur.com.au/careers,Perth,"Solar-powered remote security camera and AI alert system for construction sites, Perth WA HQ",High
Auror,auror.com,https://auror.com/careers,Auckland,"Retail crime and loss prevention intelligence platform, Sydney NSW AU office",High
Techboard,techboard.com.au,https://techboard.com.au/careers,Perth,"Startup analytics and ecosystem mapping for Australian tech sector, Perth WA HQ",High
LocalAgentFinder,localagentfinder.com.au,https://localagentfinder.com.au/careers,Melbourne,"Real estate agent comparison and fee negotiation marketplace, Melbourne VIC HQ",High
HashChing,hashching.com.au,https://hashching.com.au/careers,Sydney,"Mortgage marketplace connecting borrowers with vetted home loan brokers, Sydney NSW HQ",High
DXC Technology AU,dxc.com,https://dxc.com/careers,Melbourne,"IT services and digital transformation for enterprise and government, Melbourne VIC HQ",High
Unison,unison.com.au,https://unison.com.au/careers,Melbourne,"Fractional property investment and digital co-ownership platform, Melbourne VIC HQ",High
Atmail,atmail.com,https://atmail.com/careers,Noosa,"Hosted email platform and enterprise email server software, Noosa QLD HQ",High
Cipherpoint,cipherpoint.com,https://cipherpoint.com/careers,Sydney,"Data security and access governance for Microsoft 365 and file shares, Sydney NSW HQ",High
LearnUpon AU,learnupon.com,https://learnupon.com/careers,Dublin,"Learning management system for employee and partner training, Sydney NSW AU office",High
Open Energy AU,openenergy.com.au,https://openenergy.com.au/careers,Adelaide,"Digital energy retail and wholesale trading platform for C&I customers, Adelaide SA HQ",High
