name,domain,city,status,pages_checked,address_candidates,next_action
Creditor Watch,creditorwatch.com.au,Sydney,no_candidate_found,https://creditorwatch.com.au/ | https://creditorwatch.com.au/contact-us | https://creditorwatch.com.au/locations | https://creditorwatch.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Assembly Payments,assemblypayments.com,Melbourne,address_candidate_needs_verification,https://www.hellozai.com/ | https://www.hellozai.com/contact | https://www.hellozai.com/contact-us | https://www.hellozai.com/locations | https://www.hellozai.com/support,"121 Castlereagh Street Sydney, NSW",Verify candidate text on the cited first-party page before geocoding.
Octane AI,octaneai.com,Sydney,no_candidate_found,https://octaneai.com/ | https://octaneai.com/contact | https://octaneai.com/contact-us | https://octaneai.com/locations | https://octaneai.com/support,,Verify candidate text on the cited first-party page before geocoding.
Propeller Aero,propelleraero.com,Sydney,no_candidate_found,https://www.propelleraero.com/ | https://www.propelleraero.com/contact | https://www.propelleraero.com/contact-us/ | https://www.propelleraero.com/locations | https://www.propelleraero.com/support,,Verify candidate text on the cited first-party page before geocoding.
Judo Bank,judo.bank,Melbourne,no_candidate_found,https://www.judo.bank:443/ | https://www.judo.bank:443/contact | https://www.judo.bank:443/contact-us | https://www.judo.bank:443/locations | https://www.judo.bank:443/support,,Verify candidate text on the cited first-party page before geocoding.
Hatch,hatch.team,Melbourne,no_candidate_found,https://hatch.team/ | https://hatch.team/contact | https://hatch.team/contact-us | https://hatch.team/locations | https://hatch.team/support,,Verify candidate text on the cited first-party page before geocoding.
Partly,partly.com,Sydney,no_candidate_found,https://www.partly.com/ | https://www.partly.com/contact | https://www.partly.com/contact-us | https://www.partly.com/locations | https://www.partly.com/support,,Verify candidate text on the cited first-party page before geocoding.
Neighbourlytics,neighbourlytics.com,Melbourne,no_candidate_found,https://www.neighbourlytics.com/ | https://www.neighbourlytics.com/contact | https://www.neighbourlytics.com/contact-us | https://www.neighbourlytics.com/locations | https://www.neighbourlytics.com/support,,Verify candidate text on the cited first-party page before geocoding.
AutoGuru,autoguru.com.au,Brisbane,no_candidate_found,https://www.autoguru.com.au:443/ | https://www.autoguru.com.au:443/contact | https://www.autoguru.com.au:443/contact-us | https://www.autoguru.com.au:443/support,,Verify candidate text on the cited first-party page before geocoding.
Laing O Rourke Digital,laingorourke.com,Sydney,no_candidate_found,https://www.laingorourke.com/ | https://www.laingorourke.com/contact | https://www.laingorourke.com/contact-us | https://www.laingorourke.com/locations | https://www.laingorourke.com/support,,Verify candidate text on the cited first-party page before geocoding.
Intersective,intersective.com,Sydney,no_candidate_found,https://practera.com/ | https://practera.com/contact | https://practera.com/contact-us | https://practera.com/locations | https://practera.com/support,,Verify candidate text on the cited first-party page before geocoding.
Academy Xi,academyxi.com,Sydney,no_candidate_found,https://academyxi.com/ | https://academyxi.com/contact | https://academyxi.com/contact-us | https://academyxi.com/locations | https://academyxi.com/support,,Verify candidate text on the cited first-party page before geocoding.
Pathzero,pathzero.com,Sydney,no_candidate_found,https://pathzero.com/ | https://pathzero.com/contact | https://pathzero.com/contact-us | https://pathzero.com/locations | https://pathzero.com/support,,Verify candidate text on the cited first-party page before geocoding.
Aeeris,aeeris.com,Sydney,address_candidate_needs_verification,https://www.aeeris.com/ | https://www.aeeris.com/contact | https://www.aeeris.com/contact-us | https://www.aeeris.com/locations | https://www.aeeris.com/support,"210 George St, Sydney NSW 2000",Verify candidate text on the cited first-party page before geocoding.
Stax,stax.io,Sydney,no_candidate_found,https://versent.com.au/modern-run/versent-landing-zone/ | https://versent.com.au/modern-run/versent-landing-zone/contact | https://versent.com.au/modern-run/versent-landing-zone/contact-us | https://versent.com.au/modern-run/versent-landing-zone/locations | https://versent.com.au/modern-run/versent-landing-zone/support,,Verify candidate text on the cited first-party page before geocoding.
Sonder,sonder.com.au,Sydney,address_candidate_needs_verification,https://sonder.com.au/ | https://sonder.com.au/contact | https://sonder.com.au/locations | https://sonder.com.au/support,"2/9 Chester St, Newstead QLD 4006",Verify candidate text on the cited first-party page before geocoding.
InDebted,indebted.com,Sydney,address_candidate_needs_verification,https://www.indebted.co/ | https://www.indebted.co/support | https://www.indebted.co/contact-us | https://www.indebted.co/locations,300 Barangaroo Avenue Barangaroo NSW 2000,Verify candidate text on the cited first-party page before geocoding.
Kinexus,kinexus.com.au,Sydney,no_candidate_found,https://www.kinexus.com.au/ | https://www.kinexus.com.au/contact | https://www.kinexus.com.au/contact-us | https://www.kinexus.com.au/locations | https://www.kinexus.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Gretel.ai,gretel.ai,Sydney,no_candidate_found,https://www.nvidia.com/en-us/use-cases/synthetic-data-generation-for-agentic-ai/ | https://www.nvidia.com/en-us/use-cases/synthetic-data-generation-for-agentic-ai/contact/ | https://www.nvidia.com/en-us/use-cases/synthetic-data-generation-for-agentic-ai/contact-us/ | https://www.nvidia.com/en-us/use-cases/synthetic-data-generation-for-agentic-ai/locations/ | https://www.nvidia.com/en-us/use-cases/synthetic-data-generation-for-agentic-ai/support/,,Verify candidate text on the cited first-party page before geocoding.
Venly,venly.io,Melbourne,no_candidate_found,https://www.venly.io/ | https://www.venly.io/contact | https://www.venly.io/contact-us | https://www.venly.io/locations | https://www.venly.io/support,,Verify candidate text on the cited first-party page before geocoding.
Quantium,quantium.com.au,Sydney,no_candidate_found,https://quantium.com/ | https://quantium.com/contact | https://quantium.com/contact-us | https://quantium.com/locations | https://quantium.com/support,,Verify candidate text on the cited first-party page before geocoding.
Proqual,proqual.com.au,Brisbane,no_candidate_found,https://proqual.com.au/ | https://proqual.com.au/contact/ | https://proqual.com.au/contact-us/ | https://proqual.com.au/locations/ | https://proqual.com.au/support/,,Verify candidate text on the cited first-party page before geocoding.
Mynd.ai,mynd.ai,Sydney,no_candidate_found,https://www.mynd.ai/ | https://www.mynd.ai/contact | https://www.mynd.ai/contact-us | https://www.mynd.ai/locations | https://www.mynd.ai/support,,Verify candidate text on the cited first-party page before geocoding.
Strikingly,strikingly.com,Sydney,no_candidate_found,https://www.strikingly.com/ | https://www.strikingly.com/contact | https://www.strikingly.com/contact-us | https://www.strikingly.com/locations | https://www.strikingly.com/support,,Verify candidate text on the cited first-party page before geocoding.
Jaxsta,jaxsta.com,Sydney,no_candidate_found,https://jaxsta.com/,,Verify candidate text on the cited first-party page before geocoding.
Hylo,hylo.com,Melbourne,no_candidate_found,https://www.hylo.com/ | https://www.hylo.com/contact | https://www.hylo.com/contact-us | https://www.hylo.com/locations | https://www.hylo.com/support,,Verify candidate text on the cited first-party page before geocoding.
PictureWealth,picturewealth.com.au,Brisbane,address_candidate_needs_verification,https://www.picturewealth.com/ | https://www.picturewealth.com/contact | https://www.picturewealth.com/contact-us | https://www.picturewealth.com/locations | https://www.picturewealth.com/support,"556 Wellington Street, Perth, WA 6000 | 556 Wellington Street, Perth , WA",Verify candidate text on the cited first-party page before geocoding.
Humanitix,humanitix.com,Sydney,no_candidate_found,https://humanitix.com/au | https://humanitix.com/au/contact | https://humanitix.com/au/contact-us | https://humanitix.com/au/locations | https://humanitix.com/au/support,,Verify candidate text on the cited first-party page before geocoding.
Procurious,procurious.com,Melbourne,no_candidate_found,https://www.procurious.com/ | https://www.procurious.com/contact | https://www.procurious.com/contact-us | https://www.procurious.com/locations | https://www.procurious.com/support,,Verify candidate text on the cited first-party page before geocoding.
Groundbreaker,groundbreaker.co,Brisbane,no_candidate_found,https://connect.janover.co/ | https://connect.janover.co/contact | https://connect.janover.co/contact-us | https://connect.janover.co/locations | https://connect.janover.co/support,,Verify candidate text on the cited first-party page before geocoding.
Ferronova,ferronova.com.au,Adelaide,no_candidate_found,https://www.ferronova.com.au/ | https://www.ferronova.com.au/contact/ | https://www.ferronova.com.au/locations | https://www.ferronova.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Halaxy,halaxy.com,Melbourne,no_candidate_found,https://www.halaxy.com:443/ | https://www.halaxy.com:443/contact | https://www.halaxy.com:443/contact-us | https://www.halaxy.com:443/locations | https://www.halaxy.com:443/support,,Verify candidate text on the cited first-party page before geocoding.
InfoTrack,infotrack.com.au,Sydney,no_candidate_found,https://www.infotrack.com.au/ | https://www.infotrack.com.au/contact | https://www.infotrack.com.au/contact-us/ | https://www.infotrack.com.au/wp-content/uploads/locations.png | https://www.infotrack.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Radium Capital,radiumcapital.com.au,Sydney,address_candidate_needs_verification,https://radiumcapital.com.au/ | https://radiumcapital.com.au/contact/ | https://radiumcapital.com.au/contact-us | https://radiumcapital.com.au/locations | https://radiumcapital.com.au/support,"2 Mill Street, Perth, WA 6000 | 388 George Street, Sydney, NSW 2000 | 71 Eagle Street, Brisbane, QLD 4000",Verify candidate text on the cited first-party page before geocoding.
Veridapt,veridapt.com,Perth,address_candidate_needs_verification,https://www.veridapt.com/ | https://www.veridapt.com/contact/support | https://www.veridapt.com/locations | https://www.veridapt.com/support,"1/231 Balcatta Rd, Balcatta WA 6021",Verify candidate text on the cited first-party page before geocoding.
Klayo,klayo.com,Brisbane,no_candidate_found,https://klayo.com/ | https://klayo.com/contact | https://klayo.com/about#contact | https://klayo.com/locations | https://klayo.com/support,,Verify candidate text on the cited first-party page before geocoding.
Intelledox,intelledox.com,Canberra,no_candidate_found,https://www.smartcommunications.com/ | https://www.smartcommunications.com/contact-us/ | https://www.smartcommunications.com/locations | https://www.smartcommunications.com/support,,Verify candidate text on the cited first-party page before geocoding.
CivX,civx.com.au,Adelaide,no_candidate_found,https://civxinfra.com.au/ | https://civxinfra.com.au/contact | https://civxinfra.com.au/contact-us | https://civxinfra.com.au/locations | https://civxinfra.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Montu,montu.com.au,Melbourne,no_candidate_found,https://www.montu.com.au/ | https://www.montu.com.au/contact | https://www.montu.com.au/contact-us | https://www.montu.com.au/locations | https://www.montu.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Vantage Data Centres,vantage-dc.com,Sydney,address_candidate_needs_verification,https://vantage-dc.com/ | https://vantage-dc.com/company/contact-us/ | https://vantage-dc.com/locations | https://vantage-dc.com/support,"2101 M Street NE Quincy, WA",Verify candidate text on the cited first-party page before geocoding.
Cluey Learning,clueylearning.com.au,Sydney,address_candidate_needs_verification,https://clueylearning.com.au/ | https://clueylearning.com.au/contact/ | https://clueylearning.com.au/locations | https://clueylearning.com.au/support/,"117 Clarence St, Sydney NSW 2000",Verify candidate text on the cited first-party page before geocoding.
Longbow Advantage,longbowadvantage.com,Brisbane,no_candidate_found,https://www.longbowadvantage.com/ | https://www.longbowadvantage.com/contact-us/ | https://www.longbowadvantage.com/locations | https://www.longbowadvantage.com/support,,Verify candidate text on the cited first-party page before geocoding.
Mosh,mosh.com.au,Sydney,no_candidate_found,https://mosh.com.au/ | https://mosh.com.au/contact | https://mosh.com.au/contact-us | https://mosh.com.au/locations | https://mosh.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Paxon Group,paxon.com.au,Brisbane,no_candidate_found,https://paxon.com.au/ | https://paxon.com.au/contact-us/ | https://paxon.com.au/locations | https://paxon.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Ampere Energy,ampere.energy,Melbourne,no_candidate_found,https://ampere.energy/ | https://ampere.energy/contact | https://ampere.energy/contact-us | https://ampere.energy/locations | https://ampere.energy/support,,Verify candidate text on the cited first-party page before geocoding.
Telnyx,telnyx.com,Sydney,no_candidate_found,https://telnyx.com/ | https://telnyx.com/contact-us | https://developers.telnyx.com/api-reference/external-connections/list-all-civic-addresses-and-locations | https://telnyx.com/support,,Verify candidate text on the cited first-party page before geocoding.
Beamery,beamery.com,Sydney,no_candidate_found,https://beamery.com/ | https://beamery.com/contact | https://beamery.com//contact-us/index.html | https://beamery.com/locations | https://beamery.com/support,,Verify candidate text on the cited first-party page before geocoding.
Stile Education,stileeducation.com,Melbourne,no_candidate_found,https://stileeducation.com/au/index.html/ | https://stileeducation.com/au/index.html/contact | https://stileeducation.com/au/index.html/contact-us | https://stileeducation.com/au/index.html/locations | https://stileeducation.com/au/index.html/support,,Verify candidate text on the cited first-party page before geocoding.
Spriggy,spriggy.com.au,Sydney,address_candidate_needs_verification,https://spriggy.com.au/ | https://spriggy.com.au/contact | https://spriggy.com.au/contact-us | https://spriggy.com.au/locations | https://spriggy.com.au/support,"80 Clarence St, Sydney, NSW 2000",Verify candidate text on the cited first-party page before geocoding.
Frankly,frankly.com.au,Sydney,address_candidate_needs_verification,https://www.frankly.com.au/ | https://www.frankly.com.au/contact | https://www.frankly.com.au/contact-us | https://www.frankly.com.au/locations | https://www.frankly.com.au/support,"181 St Kilda Road, St Kilda, VIC 3182",Verify candidate text on the cited first-party page before geocoding.
Mealpal,mealpal.com.au,Melbourne,no_candidate_found,https://mealpal.com/au/ | https://secure.mealpal.com/signup?utm_content=CWICc0wthA1TQtmC | https://www.mealpal.com/,,Verify candidate text on the cited first-party page before geocoding.
Scancam,scancam.com.au,Brisbane,address_candidate_needs_verification,https://sensen.ai/fuel-theft-prevention/ | https://sensen.ai/company/contact/ | https://sensen.ai/fuel-theft-prevention/contact-us | https://sensen.ai/fuel-theft-prevention/locations | https://sensen.ai/fuel-theft-prevention/support,"570 City Rd, South Melbourne, VIC 3205 | 140 St Georges Terrace, Perth, WA | 3 Spring St, Sydney, NSW 2000",Verify candidate text on the cited first-party page before geocoding.
ResMed Digital,resmed.com,Sydney,no_candidate_found,https://www.resmed.com.au/ | https://www.resmed.com.au/support-service | https://www.resmed.com.au/contact-us | https://www.resmed.com.au/locations | https://www.resmed.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Legalvision,legalvision.com.au,Sydney,address_candidate_needs_verification,https://legalvision.com.au/ | https://legalvision.com.au/contact/ | https://legalvision.com.au/contact-us/ | https://legalvision.com.au/locations/ | https://legalvision.com.au/support/,241 Commonwealth Street Surry Hills NSW 2010 | 71 Eagle Street Brisbane QLD 4000 | 221 St Georges Terrace Perth WA 6000,Verify candidate text on the cited first-party page before geocoding.
Divipay,divipay.com.au,Sydney,no_candidate_found,https://letsweel.com/ | https://letsweel.com/contact | https://letsweel.com/contact-us | https://letsweel.com/locations | https://letsweel.com/support,,Verify candidate text on the cited first-party page before geocoding.
Hyper Anna,hyperanna.com,Sydney,no_candidate_found,https://www.alteryx.com/ | https://www.alteryx.com/contact-us | https://www.alteryx.com/locations | https://my.alteryx.com/cases,,Verify candidate text on the cited first-party page before geocoding.
Compono,compono.com,Brisbane,address_candidate_needs_verification,https://www.compono.com/ | https://www.compono.com/contact | https://www.compono.com/contact-us | https://www.compono.com/locations | https://www.compono.com/support,757 Ann St Fortitude Valley QLD 4006,Verify candidate text on the cited first-party page before geocoding.
Arco Platform,arcoplatform.com,Sydney,no_candidate_found,https://www.arcoeducacao.com.br:443/ | https://www.arcoeducacao.com.br:443/contact | https://www.arcoeducacao.com.br:443/contact-us | https://www.arcoeducacao.com.br:443/locations | https://www.arcoeducacao.com.br:443/support,,Verify candidate text on the cited first-party page before geocoding.
InstantScripts,instantscripts.com.au,Melbourne,no_candidate_found,https://www.instantscripts.com.au/ | https://www.instantscripts.com.au/contact | https://www.instantscripts.com.au/contact-us | https://www.instantscripts.com.au/locations | https://www.instantscripts.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Rosterfy,rosterfy.com,Melbourne,no_candidate_found,https://www.rosterfy.com:443/ | https://www.rosterfy.com/contact-us/contact-sales-thank-you/ | https://www.rosterfy.com/contact-us/ | https://www.rosterfy.com:443/locations | https://www.rosterfy.com/resources-hub/blog/supporters-who-give-time-and-money-are-twice-as-valuable/,,Verify candidate text on the cited first-party page before geocoding.
Entegy,entegy.com.au,Melbourne,no_candidate_found,https://entegy.events/ | https://entegy.events/contact | https://entegy.events/contact-us | https://entegy.events/locations | https://entegy.events/support,,Verify candidate text on the cited first-party page before geocoding.
Yarno,yarno.com.au,Melbourne,address_candidate_needs_verification,https://www.yarno.com.au/ | https://www.yarno.com.au/contact | https://www.yarno.com.au/contact-us | https://www.yarno.com.au/locations | https://www.yarno.com.au/support,"275 Alfred St, North Sydney, NSW 2060 | 275 Alfred St North Sydney NSW 2060",Verify candidate text on the cited first-party page before geocoding.
Curation Corp,curationcorp.com,Sydney,no_candidate_found,https://ai.curationcorp.com/ | https://ai.curationcorp.com/contact | https://ai.curationcorp.com/contact-us | https://ai.curationcorp.com/locations | https://ai.curationcorp.com/support,,Verify candidate text on the cited first-party page before geocoding.
AccessPay,accesspay.com.au,Brisbane,no_candidate_found,https://accesspay.com.au/ | https://accesspay.com.au/contact-us/ | https://accesspay.com.au/locations | https://accesspay.com.au/supporting-documents/,,Verify candidate text on the cited first-party page before geocoding.
Buildpass,buildpass.com.au,Sydney,no_candidate_found,https://www.buildpass.ai/ | https://www.buildpass.ai/contact-us | https://www.buildpass.ai/locations | https://www.buildpass.ai/support,,Verify candidate text on the cited first-party page before geocoding.
Vocus Group,vocus.com.au,Melbourne,no_candidate_found,https://www.vocus.com.au/ | https://www.vocus.com.au:443/help-and-support/contact-us | https://www.vocus.com.au/help-and-support/contact-us | https://www.vocus.com.au/locations | https://support.vocus.com.au/s/,,Verify candidate text on the cited first-party page before geocoding.
Notiv,notiv.com,Sydney,no_candidate_found,https://notiv.com/ | https://notiv.com/contact/ | https://notiv.com/contact-us/ | https://notiv.com/locations/ | https://notiv.com/support/,,Verify candidate text on the cited first-party page before geocoding.
Aerobotics,aerobotics.com,Sydney,no_candidate_found,https://aerobotics.com/ | https://aerobotics.com/contact | https://aerobotics.com/contact-us | https://aerobotics.com/locations | https://aerobotics.com/support,,Verify candidate text on the cited first-party page before geocoding.
Braiins,braiins.com,Sydney,no_candidate_found,https://braiins.com/ | https://braiins.com/contact | https://braiins.com/contact-us | https://braiins.com/locations | https://braiins.com/support,,Verify candidate text on the cited first-party page before geocoding.
Venn Group AU,venngroup.com,Brisbane,no_candidate_found,https://www.venngroup.com/ | https://www.venngroup.com/contact-us | https://www.venngroup.com/locations | https://www.venngroup.com/support,,Verify candidate text on the cited first-party page before geocoding.
Cyara,cyara.com,Melbourne,address_candidate_needs_verification,https://cyara.com/ | https://cyara.com/lp/contact-us/ | https://cyara.com/locations | https://cyara.com/support,1 Railway Crescent Croydon VIC 3136,Verify candidate text on the cited first-party page before geocoding.
Astute Payroll,astutepayroll.com,Sydney,no_candidate_found,https://astutepayroll.com/ | https://astutepayroll.com/contact/ | https://astutepayroll.com/contact-us | https://astutepayroll.com/locations | https://astutepayroll.com/support,,Verify candidate text on the cited first-party page before geocoding.
Fletch AI,fletch.ai,Melbourne,no_candidate_found,https://www.f5.com/company/blog/how-agentic-ai-simplifies-cybersecurity-and-modern-threat-management | https://www.f5.com/company/blog/how-agentic-ai-simplifies-cybersecurity-and-modern-threat-management/contact | https://www.f5.com/company/blog/how-agentic-ai-simplifies-cybersecurity-and-modern-threat-management/contact-us | https://www.f5.com/company/blog/how-agentic-ai-simplifies-cybersecurity-and-modern-threat-management/locations | https://www.f5.com/company/blog/how-agentic-ai-simplifies-cybersecurity-and-modern-threat-management/support,,Verify candidate text on the cited first-party page before geocoding.
Minfos,minfos.com.au,Sydney,address_candidate_needs_verification,https://www.minfos.com.au/ | https://www.minfos.com.au/contact | https://www.minfos.com.au/contact-us | https://www.minfos.com.au/locations | https://www.minfos.com.au/support,737 Bourke Street Docklands VIC 3008,Verify candidate text on the cited first-party page before geocoding.
Yabble,yabble.com,Auckland,no_candidate_found,https://www.yabble.com/ | https://www.yabble.com/contact | https://www.yabble.com/contact-us | https://www.yabble.com/locations | https://www.yabble.com/support,,Verify candidate text on the cited first-party page before geocoding.
Arloid Automation,arloid.com,Sydney,no_candidate_found,https://arloid.com/ | https://arloid.com/contact/ | https://arloid.com/contact-us/ | https://arloid.com/locations | https://arloid.com/support,,Verify candidate text on the cited first-party page before geocoding.
Spendless,spendless.com.au,Brisbane,no_candidate_found,https://www.spendless.com.au/ | https://spendlessshoes.zendesk.com/hc/en-au/requests/new | https://www.spendless.com.au/locations | https://www.spendless.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Springday,springday.com.au,Sydney,address_candidate_needs_verification,https://myspringday.com.au/ | https://myspringday.com.au/contact/ | https://myspringday.com.au/locations | https://myspringday.com.au/2022/02/15/supporting-employee-work-life-balance/,"13/201 Miller St, North Sydney NSW 2060",Verify candidate text on the cited first-party page before geocoding.
Kablamo,kablamo.com.au,Sydney,address_candidate_needs_verification,https://www.kablamo.com.au/ | https://www.kablamo.com.au/contact | https://www.kablamo.com.au/contact-us | https://www.kablamo.com.au/locations | https://www.kablamo.com.au/support,"20 York Street, Sydney NSW 2000 | 20 York Street Sydney NSW 2000",Verify candidate text on the cited first-party page before geocoding.
Geographe,geographe.com.au,Busselton,address_candidate_needs_verification,https://geographe.com.au/ | https://geographe.com.au/contact | https://geographe.com.au/locations | https://geographe.com.au/support,"480 Abernethy Road, Kewdale, WA 6105 | 57 Craigie Street, Davenport WA 6230",Verify candidate text on the cited first-party page before geocoding.
Barton Deakin,bartondeakin.com,Sydney,address_candidate_needs_verification,https://bartondeakin.com/ | https://bartondeakin.com/contact/ | https://bartondeakin.com/contact-us | https://bartondeakin.com/locations/ | https://bartondeakin.com/support,"1 Shelley Street Barangaroo, NSW | 2 Southbank Boulevard, Southbank VIC 3006 | 556 Wellington Street, Perth WA 6000",Verify candidate text on the cited first-party page before geocoding.
Rayner,rayner.com.au,Hobart,address_candidate_needs_verification,https://www.rayner.com.au/ | https://www.rayner.com.au/contact-us/ | https://www.rayner.com.au/locations | https://www.rayner.com.au/support,25 Money Street Perth WA 6000,Verify candidate text on the cited first-party page before geocoding.
GreenSync,greensync.com.au,Melbourne,address_candidate_needs_verification,https://greensync.com/ | https://greensync.com/contact/ | https://dex.energy/,"477 Collins St, Melbourne VIC 3000",Verify candidate text on the cited first-party page before geocoding.
CoreLogic AU,corelogic.com.au,Sydney,no_candidate_found,https://www.cotality.com/ | https://www.cotality.com/locations | https://www.cotality.com/au/support | https://www.cotality.com/support,,Verify candidate text on the cited first-party page before geocoding.
Tillr,tillr.io,Brisbane,no_candidate_found,https://tillr.io/ | https://tillr.io/contact | https://tillr.io/contact-us | https://tillr.io/locations | https://tillr.io/support,,Verify candidate text on the cited first-party page before geocoding.
Insentra,insentra.com,Sydney,address_candidate_needs_verification,https://www.insentragroup.com/au/ | https://www.insentragroup.com/au/contact/ | https://www.insentragroup.com/au/contact-us | https://www.insentragroup.com/au/locations | https://www.insentragroup.com/au/support/,"35 Ventnor Avenue, West Perth WA 6005",Verify candidate text on the cited first-party page before geocoding.
Alembic Strategy,alembic.com.au,Melbourne,no_candidate_found,https://alembic.com.au/ | https://alembic.com.au/contact | https://alembic.com.au/contact-us | https://alembic.com.au/locations | https://alembic.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Sherlok,sherlok.com.au,Sydney,no_candidate_found,https://www.sherlok.com.au/ | https://www.sherlok.com.au/contact | https://www.sherlok.com.au/contact-us | https://www.sherlok.com.au/locations | https://www.sherlok.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Agridigital,agridigital.io,Sydney,address_candidate_needs_verification,https://www.agridigital.io/ | https://www.agridigital.io/contact | https://www.agridigital.io/contact-us | https://www.agridigital.io/locations | https://www.agridigital.io/support,"167 Brisbane Street, Dubbo, NSW",Verify candidate text on the cited first-party page before geocoding.
Jemena,jemena.com.au,Sydney,no_candidate_found,https://www.jemena.com.au/ | https://www.jemena.com.au/contact | https://www.jemena.com.au/help-support/ | https://www.jemena.com.au/locations | https://www.jemena.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Interlate,interlate.com,Brisbane,address_candidate_needs_verification,https://www.interlate.com/ | https://www.interlate.com/contact/ | https://www.interlate.com/contact-us | https://www.interlate.com/locations | https://www.interlate.com/support/,"1/143 Coronation Drive Milton, QLD 4064",Verify candidate text on the cited first-party page before geocoding.
Octet,octet.com.au,Sydney,no_candidate_found,https://www.octet.com/ | https://www.octet.com/contact-us | https://www.octet.com/locations | https://www.octet.com/support,,Verify candidate text on the cited first-party page before geocoding.
ecoPortal,ecoportal.com,Auckland,no_candidate_found,https://www.ecoportal.com/ | https://www.ecoportal.com/contact | https://www.ecoportal.com/contact-us | https://www.ecoportal.com/locations | https://www.ecoportal.com/support,,Verify candidate text on the cited first-party page before geocoding.
Prezzee,prezzee.com,Sydney,no_candidate_found,https://prezzee.com/en-us | https://prezzee.com/en-us/contact | https://prezzee.com/en-us/contact-us | https://prezzee.com/en-us/locations | https://prezzee.com/en-us/support,,Verify candidate text on the cited first-party page before geocoding.
Skoolbag,skoolbag.com.au,Sydney,no_candidate_found,https://audiri.com.au/ | https://audiri.com.au/contact/ | https://audiri.com.au/contact-us/ | https://audiri.com.au/locations | https://audiri.com.au/support,,Verify candidate text on the cited first-party page before geocoding.
Nexgen,nexgen.net.au,Townsville,no_candidate_found,https://nexgen.net.au/ | https://nexgen.net.au/contact | https://nexgen.net.au/contact-us | https://nexgen.net.au/locations | https://nexgen.net.au/support,,Verify candidate text on the cited first-party page before geocoding.
Localsearch,localsearch.com.au,Gold Coast,address_candidate_needs_verification,https://www.localsearch.com.au:443/ | https://www.localsearch.com.au:443/contact | https://www.localsearch.com.au:443/locations | https://www.localsearch.com.au:443/support,"138 Robina Town Centre Drive, Robina QLD 4226",Verify candidate text on the cited first-party page before geocoding.
