name,domain,city,harvest_status,source_url,http_status,page_title,meta_description,diagnostic,next_action
Judo Bank,judo.bank,Melbourne,metadata_captured_needs_human_assessment,https://www.judo.bank:443/,200,Judo Bank - We're Boldly Backing Business,,,Assess this primary-source metadata before creating a seed fixture.
Hatch,hatch.team,Melbourne,metadata_captured_needs_human_assessment,https://hatch.team,200,Hatch | Find meaning in work,"Find your match in minutes. Hatch connects you with employers who value what you bring, so you can thrive in a role that truly fits you.",,Assess this primary-source metadata before creating a seed fixture.
Partly,partly.com,Sydney,metadata_captured_needs_human_assessment,https://www.partly.com/,200,Partly | AI Infrastructure for the vehicle repair industry,"Partly connects the parts supply chain, improving efficiency and unlocking automation for everyone.",,Assess this primary-source metadata before creating a seed fixture.
Neighbourlytics,neighbourlytics.com,Melbourne,metadata_captured_needs_human_assessment,https://www.neighbourlytics.com/,200,Neighbourlytics | Tools for place managers,"Real-time lifestyle data for the community around your asset, every month. With no complex setup required, use our simple tools to identify activity hotspots, find top local amenities, or track your visitation patterns, every month.",,Assess this primary-source metadata before creating a seed fixture.
AutoGuru,autoguru.com.au,Brisbane,metadata_captured_needs_human_assessment,https://www.autoguru.com.au:443/,200,AutoGuru - Car Servicing and Repairs Made Easy AG Text Logo,"AutoGuru makes it easy to find and book the best mechanics and auto repairers online, and helps unlock efficiency and growth for automotive businesses.",,Assess this primary-source metadata before creating a seed fixture.
Skyfii,skyfii.com,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Rezdy,rezdy.com,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Laing O Rourke Digital,laingorourke.com,Sydney,metadata_captured_needs_human_assessment,https://www.laingorourke.com/,200,Laing O’Rourke,"Laing O'Rourke is an international engineering enterprise, founded on over a century and a half of experience.",,Assess this primary-source metadata before creating a seed fixture.
Intersective,intersective.com,Sydney,metadata_captured_needs_human_assessment,https://practera.com/,200,Experiential Learning & Industry Projects - Practera,Practera runs authentic industry projects that build employability. The experiential learning platform for work-integrated (AU) and work-based learning (UK).,,Assess this primary-source metadata before creating a seed fixture.
Academy Xi,academyxi.com,Sydney,metadata_captured_needs_human_assessment,https://academyxi.com,200,Academy Xi,"At Academy Xi, we help APAC's largest and most sophisticated organisations optimise performance with concise, actionable training solutions.",,Assess this primary-source metadata before creating a seed fixture.
Pathzero,pathzero.com,Sydney,metadata_captured_needs_human_assessment,https://pathzero.com,200,The single source of truth for portfolio climate data - Pathzero,"Pathzero integrates your investment data, enriches it with private and public market climate metrics, and composes it into audit-ready reporting units. It’s the single platform to manage your data journey—from initial ingestion to final disclosure.",,Assess this primary-source metadata before creating a seed fixture.
Sievert Larsen,sievertlarsen.com,Perth,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Hydronautics,hydronautics.com.au,Fremantle,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Aeeris,aeeris.com,Sydney,metadata_captured_needs_human_assessment,https://www.aeeris.com/,200,Aeeris | ASX | Critical Weather Event Monitoring and Reporting Search toggle Follow us on Instagram Search toggle Follow us on Instagram Search toggle Search Previous slide Next slide Follow us on Instagram,"Aeeris specialises in the protection of people, property, infrastructure and business operations. Find out how we can help you.",,Assess this primary-source metadata before creating a seed fixture.
Aerologix,aerologix.com,Brisbane,reachable_but_metadata_unavailable,https://aerologix.com,202,,,,Find an authoritative company source before creating a seed fixture.
Stax,stax.io,Sydney,metadata_captured_needs_human_assessment,https://versent.com.au/modern-run/versent-landing-zone/,200,Versent Landing Zone - Versent,,,Assess this primary-source metadata before creating a seed fixture.
Sonder,sonder.com.au,Sydney,metadata_captured_needs_human_assessment,https://sonder.com.au,200,🖥️ Digital Marketing Agency Brisbane | Sonder 🚀,"We're a digital marketing agency 🖥️ helping Brisbane based businesses climb to the first page of Google for relevant, valuable search terms. 🚀",,Assess this primary-source metadata before creating a seed fixture.
Updraft,updraft.com.au,Brisbane,metadata_captured_needs_human_assessment,https://updraft.com.au,200,updraft.com.au,,,Assess this primary-source metadata before creating a seed fixture.
LiveTiles,livetiles.nyc,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
DataMesh,datamesh.com.au,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
InDebted,indebted.com,Sydney,metadata_captured_needs_human_assessment,https://www.indebted.co/,200,InDebted | The collections backbone for leading organisations,InDebted is changing the world of consumer debt recovery for good by creating a better way for businesses to support their customers to get back on track.,,Assess this primary-source metadata before creating a seed fixture.
Kinexus,kinexus.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.kinexus.com.au/,200,"Kinexus | Recruitment, Employment and Industry Resourcing · Kinexus","Kinexus provides recruitment and workforce support for a wide range of industries. Specialising in the defence sector, we provide you with the intel for your...",,Assess this primary-source metadata before creating a seed fixture.
Gretel.ai,gretel.ai,Sydney,metadata_captured_needs_human_assessment,https://www.nvidia.com/en-us/use-cases/synthetic-data-generation-for-agentic-ai/,200,Synthetic Data Generation for Agentic AI | Use Case | NVIDIA NVIDIA Home Menu Menu Close Close Close Caret down icon Caret down icon Caret up icon Caret right icon Caret right icon Caret right icon Caret left icon Caret left icon Caret left icon Shopping Cart Search icon Artificial Intelligence Computing Leadership from NVIDIA,"Build SDG pipelines to power conversational AI, benchmarks, and agentic AI workflows with NVIDIA NeMo synthetic data tools.",,Assess this primary-source metadata before creating a seed fixture.
Venly,venly.io,Melbourne,metadata_captured_needs_human_assessment,https://www.venly.io/,200,Venly | Blockchain Infrastructure & Stablecoin Payments,"Build secure wallets and tokenized products with Venly, or move money globally across fiat and stablecoin rails with Venly Finance.",,Assess this primary-source metadata before creating a seed fixture.
Quantium,quantium.com.au,Sydney,metadata_captured_needs_human_assessment,https://quantium.com/,200,Quantium | AI transformation and data analytics : Quantium,Enterprise AI for complex business challenges,,Assess this primary-source metadata before creating a seed fixture.
Proqual,proqual.com.au,Brisbane,metadata_captured_needs_human_assessment,https://proqual.com.au,200,Proqual — See What You Can Build on Any Block in Victoria,"Search any Victorian address to instantly see lot dimensions, zoning rules, buildable area, and home designs that actually fit. Free for any Victorian address.",,Assess this primary-source metadata before creating a seed fixture.
Vix Technology,vixtechnology.com,Melbourne,metadata_captured_needs_human_assessment,https://vixtechnology.com,200,Vix Technology,,,Assess this primary-source metadata before creating a seed fixture.
Mynd.ai,mynd.ai,Sydney,metadata_captured_needs_human_assessment,https://www.mynd.ai/,200,"Mynd.ai, Inc. (MYND)","Seattle-based Mynd (NYSE American: MYND) is a global leader in interactive technology offering best-in-class hardware and software solutions that help organizations create and deliver dynamic content; simplify and streamline teaching, learning,…",,Assess this primary-source metadata before creating a seed fixture.
Tideways,tideways.com.au,Darwin,reachable_but_metadata_unavailable,https://tideways.com.au,202,,,,Find an authoritative company source before creating a seed fixture.
Strikingly,strikingly.com,Sydney,metadata_captured_needs_human_assessment,https://www.strikingly.com/,200,How To Make a Website – Free Website Builder | Strikingly,"Strikingly is the best free website builder for anyone to create a gorgeous, mobile-friendly website easily. Quick, simple and stylish. Make your own free website today.",,Assess this primary-source metadata before creating a seed fixture.
Jaxsta,jaxsta.com,Sydney,metadata_captured_needs_human_assessment,https://jaxsta.com,200,Jaxsta,"Jaxsta is the largest music credits database globally, sourced directly from over 380+ industry partners, including labels, publishers, and distributors.",,Assess this primary-source metadata before creating a seed fixture.
Hylo,hylo.com,Melbourne,metadata_captured_needs_human_assessment,https://www.hylo.com/,200,"Hylo — Where people get organized, stay connected, and grow together.",Hylo is the prosocial coordination platform for purpose-driven groups.,,Assess this primary-source metadata before creating a seed fixture.
PictureWealth,picturewealth.com.au,Brisbane,metadata_captured_needs_human_assessment,https://www.picturewealth.com/,200,Home,"PictureWealth connects you to financial insights and experts so you can visualise, plan and build the life you want.",,Assess this primary-source metadata before creating a seed fixture.
Humanitix,humanitix.com,Sydney,metadata_captured_needs_human_assessment,https://humanitix.com/au,200,Humanitix | Find the Best Events & Things to Do,"Find tickets to the best events happening in your city, from live concerts and festivals to free markets this weekend. Discover what's on with Humanitix.",,Assess this primary-source metadata before creating a seed fixture.
Procurious,procurious.com,Melbourne,metadata_captured_needs_human_assessment,https://www.procurious.com/,200,Procurious,"Procurement network & online news community for procurement and supply chain professionals, Procurious will help you get ahead in your career",,Assess this primary-source metadata before creating a seed fixture.
Groundbreaker,groundbreaker.co,Brisbane,metadata_captured_needs_human_assessment,https://connect.janover.co/,200,Real Estate Syndication Software | Groundbreaker is now Janover Connect | Janover Connect,"Streamline your real estate syndication, impress your investors and close deals on autopilot. Schedule a demo today!",,Assess this primary-source metadata before creating a seed fixture.
Cyban,cyban.com.au,Perth,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Ferronova,ferronova.com.au,Adelaide,metadata_captured_needs_human_assessment,https://www.ferronova.com.au/,200,Ferronova - Ensuring everyone with cancer receives the surgery and radiotherapy they need,"FerroTrace®, a novel nanoparticle technology designed to enable accurate detection of high-risk lymph nodes and early identification of metastatic spread.",,Assess this primary-source metadata before creating a seed fixture.
Harvest Road,harvestroad.com.au,Fremantle,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Kira Learning,kiralearning.com,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Halaxy,halaxy.com,Melbourne,metadata_captured_needs_human_assessment,https://www.halaxy.com:443/,200,Halaxy - Helping You Navigate the Complex Galaxy of Health,,,Assess this primary-source metadata before creating a seed fixture.
InfoTrack,infotrack.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.infotrack.com.au/,200,InfoTrack Homepage - InfoTrack,"InfoTrack is a market leading technology company, providing innovative solutions for compliance, information brokerage, AI solutions and workflow automation.",,Assess this primary-source metadata before creating a seed fixture.
Radium Capital,radiumcapital.com.au,Sydney,metadata_captured_needs_human_assessment,https://radiumcapital.com.au,200,Radium Capital - The Experts in Research & Development Finance,Smart capital for smart businesses. Eligible for the government’s R&D tax incentive? A Radium Advance can diversify your capital stack & improve cash flow.,,Assess this primary-source metadata before creating a seed fixture.
Veridapt,veridapt.com,Perth,metadata_captured_needs_human_assessment,https://www.veridapt.com/,200,Fuel Management for Mining and Rail | VERIDAPT,"VERIDAPT tracks and reconciles every litre of fuel across 300+ mine sites and 200,000 km of rail. Trusted by BHP, Rio Tinto, Glencore, CN and Aurizon.",,Assess this primary-source metadata before creating a seed fixture.
Goanna Ag,goanna.ag,Toowoomba,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Klayo,klayo.com,Brisbane,metadata_captured_needs_human_assessment,https://klayo.com,200,Home | Klayo,Fast-track your airport career with OLC's ACI-accredited training — expert-crafted courses from operations to leadership.,,Assess this primary-source metadata before creating a seed fixture.
Intelledox,intelledox.com,Canberra,metadata_captured_needs_human_assessment,https://www.smartcommunications.com/,200,Home - Smart Communications,,,Assess this primary-source metadata before creating a seed fixture.
CivX,civx.com.au,Adelaide,metadata_captured_needs_human_assessment,https://civxinfra.com.au/,200,CIVX Infrastructure | Civil & Electrical are our Core Business,,,Assess this primary-source metadata before creating a seed fixture.
Montu,montu.com.au,Melbourne,metadata_captured_needs_human_assessment,https://www.montu.com.au/,200,Montu | Revolutionising the alternative medicine landscape,"Montu is Australia's leading health tech business focusing on medical cannabis therapies. We're reshaping the landscape for suppliers, practitioners, pharmacies & patients.",,Assess this primary-source metadata before creating a seed fixture.
Vantage Data Centres,vantage-dc.com,Sydney,metadata_captured_needs_human_assessment,https://vantage-dc.com,200,Vantage Data Centers - Flexible and Scalable Data Centers,"Vantage Data Centers provides innovative, scalable wholesale data center campuses to hyperscalers, cloud providers and large enterprises across North America and Europe.",,Assess this primary-source metadata before creating a seed fixture.
Cluey Learning,clueylearning.com.au,Sydney,metadata_captured_needs_human_assessment,https://clueylearning.com.au,200,Cluey Learning | Personalised Tutoring For School Students,Discover why parents and students are choosing Cluey's online tutoring. Build your confidence at school with our personalised tutoring today ✅!,,Assess this primary-source metadata before creating a seed fixture.
Longbow Advantage,longbowadvantage.com,Brisbane,metadata_captured_needs_human_assessment,https://www.longbowadvantage.com/,200,Longbow Advantage,Longbow Advantage is a trusted partner for Blue Yonder WMS implementations—300+ successful projects delivered with onshore expertise and operational know-how.,,Assess this primary-source metadata before creating a seed fixture.
Mosh,mosh.com.au,Sydney,metadata_captured_needs_human_assessment,https://mosh.com.au,200,Mosh . com .au,mosh.com.au getmosh,,Assess this primary-source metadata before creating a seed fixture.
Paxon Group,paxon.com.au,Brisbane,metadata_captured_needs_human_assessment,https://paxon.com.au,200,Paxon Packaging | High quality packaging machinery Melbourne - Paxon Packaging,Weighing & Dosing - Comek | CML,,Assess this primary-source metadata before creating a seed fixture.
Ampere Energy,ampere.energy,Melbourne,metadata_captured_needs_human_assessment,https://ampere.energy,200,Ampere,Energía para un futuro sostenible,,Assess this primary-source metadata before creating a seed fixture.
Telnyx,telnyx.com,Sydney,metadata_captured_needs_human_assessment,https://telnyx.com,200,Infrastructure for realtime agents | Telnyx,"Telnyx is the only licensed carrier that owns its AI infrastructure end-to-end: private network, GPUs, edge compute. Nothing sits between your agent and the person on the line because every hop is ours.",,Assess this primary-source metadata before creating a seed fixture.
Beamery,beamery.com,Sydney,metadata_captured_needs_human_assessment,https://beamery.com,200,AI-Powered Workforce Transformation Platform | Beamery,"Discover Beamery’s AI-powered Workforce Transformation Platform. Align talent strategy, boost development, and unlock smarter workforce planning.",,Assess this primary-source metadata before creating a seed fixture.
Stile Education,stileeducation.com,Melbourne,metadata_captured_needs_human_assessment,https://stileeducation.com/au/index.html,200,#1 Australian Curriculum for Science | Stile Education,"Stile is the complete science curriculum for Australian schools. High-quality print, digital, and practical resources that students love and teachers can count on.",,Assess this primary-source metadata before creating a seed fixture.
Spriggy,spriggy.com.au,Sydney,metadata_captured_needs_human_assessment,https://spriggy.com.au,200,"Spriggy | Kids learn to earn, save, spend and invest","From pocket money and a prepaid card to investing and online safety, Spriggy helps kids build confidence with money while parents stay in control.",,Assess this primary-source metadata before creating a seed fixture.
Frankly,frankly.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.frankly.com.au/,200,Digital Marketing Performance Agency Melbourne | Frankly,Digital Marketing Agency Melbourne | Social Media | Ideation & Design | Digital Performance | Google Ads | Web Designers Development | Frankly Ready to transform your marketing? | Contact Us Now,,Assess this primary-source metadata before creating a seed fixture.
Mealpal,mealpal.com.au,Melbourne,metadata_captured_needs_human_assessment,https://mealpal.com/au/,200,,"Get lunch from the best restaurants in your city. Enjoy everything from salads to poké, burgers and bowls for a price that can’t be beat.",,Assess this primary-source metadata before creating a seed fixture.
Scancam,scancam.com.au,Brisbane,metadata_captured_needs_human_assessment,https://sensen.ai/fuel-theft-prevention/,200,Fuel Theft Prevention Solutions | SenSen,Stop fueltheft with AI-powered video analytics and real-time alerts. Secure your store and reduce losses—request a demo today,,Assess this primary-source metadata before creating a seed fixture.
Coupa Software AU,coupa.com,Sydney,reachable_but_metadata_unavailable,https://www.coupa.com/,403,,,HTTP 403,Find an authoritative company source before creating a seed fixture.
Edrolo,edrolo.com,Melbourne,metadata_captured_needs_human_assessment,https://edrolo.com.au/,200,Edrolo,,,Assess this primary-source metadata before creating a seed fixture.
ResMed Digital,resmed.com,Sydney,metadata_captured_needs_human_assessment,https://www.resmed.com.au/,200,"Resmed | Sleep Apnea, Insomnia, CPAP & Snoring Solutions",Adequate sleep is vital to maintaining good physical and mental health. Awaken your best with expert advice and treatment solutions from ResMed Australia.,,Assess this primary-source metadata before creating a seed fixture.
Legalvision,legalvision.com.au,Sydney,metadata_captured_needs_human_assessment,https://legalvision.com.au,200,LegalVision | Business Lawyers | On-Demand Legal Membership Trustpilot logo with five stars,LegalVision is a commercial law firm that provides Australian businesses with cost-effective and high-quality legal services through an innovative model.,,Assess this primary-source metadata before creating a seed fixture.
Divipay,divipay.com.au,Sydney,metadata_captured_needs_human_assessment,https://letsweel.com/,200,Weel: All-in-One Expense Management & AP Automation,"Weel is the all-in-one platform for finance teams. Issue smart corporate cards, automate accounts payable, and control company spend, all in one place.",,Assess this primary-source metadata before creating a seed fixture.
Hyper Anna,hyperanna.com,Sydney,metadata_captured_needs_human_assessment,https://www.alteryx.com/,200,Alteryx: Automate Data Workflows & Get AI-Powered Insights,"Automate data workflows, reduce manual work, and deliver insights faster with Alteryx One. Integrates with Snowflake, Databricks, and BI tools.",,Assess this primary-source metadata before creating a seed fixture.
Compono,compono.com,Brisbane,metadata_captured_needs_human_assessment,https://www.compono.com/,200,Compono | HR Software & People Intelligence Platform,"HR software with the people intelligence layer built in. Hire for fit, measure culture, build capability, and make decisions you can defend.",,Assess this primary-source metadata before creating a seed fixture.
Arco Platform,arcoplatform.com,Sydney,metadata_captured_needs_human_assessment,https://www.arcoeducacao.com.br:443/,200,Arco Educação - Construindo pontes entre o presente e o futuro,"Apoiamos escolas, professores, alunos e famílias frente aos seus desafios, integrando tecnologia e excelência em nossas soluções.",,Assess this primary-source metadata before creating a seed fixture.
Datacom,datacom.com,Auckland,reachable_but_metadata_unavailable,https://datacom.com,403,,,HTTP 403,Find an authoritative company source before creating a seed fixture.
InstantScripts,instantscripts.com.au,Melbourne,metadata_captured_needs_human_assessment,https://www.instantscripts.com.au/,200,"InstantScripts - Fast, Safe & Secure Online Prescriptions in Australia","Online scripts, telehealth consultations and prescription medication delivered to your door. Conveniently manage your health with InstantScripts®. Join more than 2 million Australians who have saved time and money with InstantScripts®.",,Assess this primary-source metadata before creating a seed fixture.
Rosterfy,rosterfy.com,Melbourne,metadata_captured_needs_human_assessment,https://www.rosterfy.com:443/,200,Volunteer Management Software | Rosterfy,"Rosterfy volunteer management software automates recruitment, onboarding, scheduling and reporting so organisations save admin time and ensure compliance.",,Assess this primary-source metadata before creating a seed fixture.
Caradvice,caradvice.com.au,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Entegy,entegy.com.au,Melbourne,metadata_captured_needs_human_assessment,https://entegy.events/,200,Entegy - Event Management Platform,Professional event management platform for modern businesses,,Assess this primary-source metadata before creating a seed fixture.
Yarno,yarno.com.au,Melbourne,metadata_captured_needs_human_assessment,https://www.yarno.com.au/,200,Yarno — Made for teams. Built for learning. Powered by AI.,"Yarno is a gamified microlearning platform that helps teams learn, engage, and retain knowledge.",,Assess this primary-source metadata before creating a seed fixture.
Curation Corp,curationcorp.com,Sydney,metadata_captured_needs_human_assessment,https://ai.curationcorp.com/,200,Curation - AI-Powered Investment Research,"Make better informed investment decisions with AI that synthesises community insights, market data, and expert analysis into actionable research.",,Assess this primary-source metadata before creating a seed fixture.
AccessPay,accesspay.com.au,Brisbane,metadata_captured_needs_human_assessment,https://accesspay.com.au,200,Home - AccessPay Pty Ltd,"As a salary packaging and employee benefits provider to the not-for-profit sector, we could help you to use your pre-tax salary to buy a new car, pay for daily expenses and more.",,Assess this primary-source metadata before creating a seed fixture.
Buildpass,buildpass.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.buildpass.ai/,200,AI-Powered Construction Project Management Software | Builders Software Australia | BuildPass AU,"Discover BuildPass, construction software for builders. Boost efficiency and compliance with easy-to-use software.",,Assess this primary-source metadata before creating a seed fixture.
Trace Together AU,trace.io,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Vocus Group,vocus.com.au,Melbourne,metadata_captured_needs_human_assessment,https://www.vocus.com.au/,200,Vocus - Fibre and Network Solutions Provider | Vocus Chevron Down Arrow Right Arrow Right P INT NET Ethernet Modified P INT NET Vocus Satellite Starlink Modified Arrow Right P BizPhone P UC COL Vocus Collaborate Powered By Zoom Modified Arrow Right P DATA SEC DDoS Arrow Right Arrow Right Arrow Right Chevron Down Arrow Right P DATA SEC SD WAN P UC COL Vocus Collaborate Powered By Zoom Modified G Business Satellite Ground Station Modified,"Vocus is Australia's specialist provider of fibre, network, and business solutions for businesses, government, and wholesale.",,Assess this primary-source metadata before creating a seed fixture.
NCS Group,ncs.com.au,Sydney,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Easygo Gaming,easygo.gg,Melbourne,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Notiv,notiv.com,Sydney,metadata_captured_needs_human_assessment,https://notiv.com,200,Notiv - AI Meeting Recorder & Notetaker for teams,"Notiv is an AI-driven Notetaker for you to record, transcribe and summarize your meetings to generate agendas on all web conferencing platforms like Zoom.",,Assess this primary-source metadata before creating a seed fixture.
Aerobotics,aerobotics.com,Sydney,metadata_captured_needs_human_assessment,https://aerobotics.com,200,Aerobotics | Leading yield forecast technology for fruit companies,"Aerobotics helps fruit growers, packers and marketers forecast yields using accurate size, color and quality measurements from smartphone imagery.",,Assess this primary-source metadata before creating a seed fixture.
Braiins,braiins.com,Sydney,metadata_captured_needs_human_assessment,https://braiins.com,200,Braiins | Bitcoin mining ecosystem,"Mine more bitcoin with Braiins tools: mining pool, management system, firmware, hardware, education & more.",,Assess this primary-source metadata before creating a seed fixture.
Venn Group AU,venngroup.com,Brisbane,metadata_captured_needs_human_assessment,https://www.venngroup.com/,200,Complete recruitment solutions for all your staffing | Venn Group,"Recruiting at every level our staffing solutions support interim, contract, permanent, locum and project jobs.",,Assess this primary-source metadata before creating a seed fixture.
Cyara,cyara.com,Melbourne,metadata_captured_needs_human_assessment,https://cyara.com,200,Cyara - the AI trust company for customer experience,Proof before launch. Vigilance in production. Cyara proves AI agents before deployment and scores every live customer conversation in production.,,Assess this primary-source metadata before creating a seed fixture.
Pairtree,pairtree.com.au,Sydney,reachable_but_metadata_unavailable,https://pairtree.com.au,200,,,,Find an authoritative company source before creating a seed fixture.
Faethm AI,faethm.ai,Sydney,metadata_captured_needs_human_assessment,https://www.faethm.ai/,200,Faethm by Pearson,,,Assess this primary-source metadata before creating a seed fixture.
Hyper Digital,hyperdigital.com.au,Perth,skipped_unreachable,,,,,,Find an authoritative company source before creating a seed fixture.
Astute Payroll,astutepayroll.com,Sydney,metadata_captured_needs_human_assessment,https://astutepayroll.com,200,Home - Astute Payroll,Uncover how smart technology makes complexity easy to manage.,,Assess this primary-source metadata before creating a seed fixture.
Fletch AI,fletch.ai,Melbourne,metadata_captured_needs_human_assessment,https://www.f5.com/company/blog/how-agentic-ai-simplifies-cybersecurity-and-modern-threat-management,200,How Agentic AI Simplifies Cybersecurity and Modern Threat Management | F5,"Fletch’s agentic AI capabilities will be fully integrated into the F5 Application Delivery and Security Platform, transforming how teams navigate modern security chaos.",,Assess this primary-source metadata before creating a seed fixture.
Minfos,minfos.com.au,Sydney,metadata_captured_needs_human_assessment,https://www.minfos.com.au/,200,Minfos | Everything you need to manage a successful pharmacy,Your all-in-one pharmacy management software. A single solution to manage an efficient dispensary and a profitable retail business.,,Assess this primary-source metadata before creating a seed fixture.
Yabble,yabble.com,Auckland,metadata_captured_needs_human_assessment,https://www.yabble.com/,200,"Yabble | Effortless insights are as easy as 1, 2, 3 Yabble.","From revolutionary Virtual Audiences that give you insights in minutes, to a suite of AI tools that allow you to analyze your data 1000x faster than a human – Yabble is the leading AI solution for every stage of research.",,Assess this primary-source metadata before creating a seed fixture.
