domain,name,source_url,address_candidate
splend.com.au,Splend Tech,https://www.splend.com/contact-us/,"453 Beaudesert Road, Moorooka, QLD 4105"
vantage-dc.com,Vantage Data Centres,https://vantage-dc.com/company/contact-us/,"2101 M Street NE Quincy, WA"
vapar.co,VAPAR,https://www.vapar.co/,"11 Grosvenor Street, Neutral Bay NSW AU 2089"
vapar.co,VAPAR,https://www.vapar.co/contact-us,"11 Grosvenor Street, Neutral Bay NSW AU 2089"
versent.com.au,Versent,https://versent.com.au/contact/,"111 Elizabeth St, Sydney NSW 2000"
versent.com.au,Versent,https://versent.com.au/contact/,"17/125 St Georges Terrace, Perth, WA 6000"
versent.com.au,Versent,https://versent.com.au/contact/,"19/8 Exhibition Street, Melbourne, VIC 3000"
versent.com.au,Versent,https://versent.com.au/contact/,"4/275 George St, Brisbane City, QLD 4000"
vixtechnology.com,Vix Technology,https://vixtechnology.com/,550 Bourke Street Melbourne VIC 3000
vixtechnology.com,Vix Technology,https://vixtechnology.com/contact-us/,550 Bourke Street Melbourne VIC 3000
xref.com,Xref,https://www.xref.com/,"135 King Street, Sydney NSW 2000"
xref.com,Xref,https://www.xref.com/contact-us,"135 King Street, Sydney NSW 2000"
xref.com,Xref,https://www.xref.com/support,"135 King Street, Sydney NSW 2000"
yarno.com.au,Yarno,https://www.yarno.com.au/contact-us,275 Alfred St North Sydney NSW 2060
yarno.com.au,Yarno,https://www.yarno.com.au/,"275 Alfred St, North Sydney, NSW 2060"
yarno.com.au,Yarno,https://www.yarno.com.au/contact-us,"275 Alfred St, North Sydney, NSW 2060"
yarno.com.au,Yarno,https://www.yarno.com.au/support,"275 Alfred St, North Sydney, NSW 2060"
