name,domain,careers_url,city,reason,confidence,source_url,technology_rationale
Neto,netohq.com,https://netohq.com/careers,Brisbane,"Multi-channel e-commerce platform and inventory management for Australian retailers, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://netohq.com,"Neto by Maropost: Operations Engine for Scaled ANZ Brands Stop the App Tax & overselling. Neto is the only ANZ engine with native WMS, Inventory & Shipping built-in. Scale your AU & NZ brand, not your tech debt."
Scape Australia,scape.com.au,https://scape.com.au/careers,Brisbane,"Purpose-built student accommodation operator with app-driven community platform, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://www.scape.com.au/,"Scape Student Accommodation Scape student accommodation in Melbourne, Sydney, Brisbane & Adelaide. Live near uni with comfort, convenience & a vibrant community."
Fareharbor AU,fareharbor.com,https://fareharbor.com/careers,Gold Coast,"Online booking and reservation system for tours activities and attractions, Gold Coast QLD AU office",Medium - first-party homepage metadata captured,https://fareharbor.com,"FareHarbor | Online Booking Software for Tours and Activities FareHarbor X formerly Twitter Instagram LinkedIn Facebook FareHarbor is the best online booking software for your business. We help tour operators and rental companies manage, sell, and scale. Schedule a demo today!"
Machinify AU,machinify.com,https://machinify.com/careers,Sydney,"AI-powered healthcare claims review and payment integrity automation, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.machinify.com/,"Healthcare Payment Integrity Solutions | Machinify Machinify offers AI-powered healthcare payment integrity solutions to enhance claims accuracy, recovery performance, and cost control."
Arpa,arpa.com.au,https://arpa.com.au/careers,Sydney,"AI-driven claims processing and insurance document automation, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://arpa.com.au,Home - Association for Reformed Political Action Your Action. Australia’s Future. Sign up to stay informed. Resources Gender Identity Research Paper Podcast Series – Reformed Politics Vaccination Research Paper for Western Australia Euthanasia Part 4: Overseas lessons
Mimecast AU,mimecast.com,https://mimecast.com/careers,Sydney,"Email security cloud and cyber resilience platform for enterprise, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.mimecast.com/,Human Risk Management & Advanced Email Security | Mimecast Protect email and collaboration tools with Mimecast. Manage human risk and stay ahead of cyber threats with advanced security solutions.
Tablo Publishing,tablo.io,https://tablo.io/careers,Melbourne,"Self-publishing and print-on-demand platform for independent authors, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://tablo.io,"Tablo | Create, Print & Publish Books Tablo is used by more than 100,000 writers, from debut novelists to New York Times bestsellers, to self-publish eBook, Paperback and Hardcover books to nearly every bookstore in the world."
Geoscience Australia Digital,ga.gov.au,https://ga.gov.au/careers,Canberra,"National geospatial and earth observation data infrastructure, Canberra ACT HQ",Medium - first-party homepage metadata captured,https://www.ga.gov.au/,Geoscience Australia Geoscience Australia is Australia's pre-eminent public sector geoscience organisation. We are the nation's trusted advisor on the geology and geography of Australia. We apply science and technology to describe and understand the Earth for the benefit of Australia.
DX Labs,dxlabs.com.au,https://dxlabs.com.au/careers,Perth,"Deep-tech hardware incubator for satellite and defence electronics, Perth WA HQ",Medium - first-party homepage metadata captured,https://dxlabs.com.au,"Decisions that hold up, AI that knows its place We make consequential decisions run, automated and auditable, then pair that with AI and immersive experiences that work solo or together."
Fyfe,fyfe.com.au,https://fyfe.com.au/careers,Perth,"Engineering and surveying consultancy with digital twin and BIM capabilities, Perth WA HQ",Medium - first-party homepage metadata captured,https://fyfe.com.au,"Fyfe | Brisbane Adelaide Melbourne Perth Darwin Sydney Fyfe is an Australian professional services firm that delivers integrated engineering, environmental, planning and surveying services."
Powow,powow.com.au,https://powow.com.au/careers,Adelaide,"Peer-to-peer energy trading platform using blockchain settlement on NEM, Adelaide SA HQ",Medium - first-party homepage metadata captured,https://powow.com.au,Powow – Your solar partner | Solar products and payment plans for solar businesses Australia
Resi,resi.com.au,https://resi.com.au/careers,Brisbane,"On-demand home renovation marketplace with fixed-price trade quotes, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://resi.com.au,Resi Home Loans | Mortgages
Commusoft AU,commusoft.com,https://commusoft.com/careers,Sydney,"Field service and job management software for heating plumbing and electrical, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.commusoft.com/en-us/,Field Service Management Software | Commusoft | Schedule a Call
Relectrify,relectrify.com,https://relectrify.com/careers,Melbourne,"Second-life EV battery repurposing and stationary grid storage systems, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.relectrify.com/au,Relectrify | Engineered for the best in battery storage
Zeelo AU,zeelo.co,https://zeelo.co/careers,Sydney,"Employer and campus bus-as-a-service and shared mobility platform, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://zeelo.co,"All-in-one provider for group transportation | Zeelo Zeelo is an Enterprise TransitTech company delivering software and shuttle services that boost trust, efficiency, and sustainability in commuter programs."
Skodel,skodel.com,https://skodel.com/careers,Sydney,"Student wellbeing measurement and early intervention platform for schools, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://skodel.com,"Psychosocial Risk Assessment | Skodel Skodel gets you a regulator ready psychosocial risk assessment done for your workplace. Stay ready for inspections and board reports, always."
Meltwater AU,meltwater.com,https://meltwater.com/careers,Sydney,"Media monitoring and PR intelligence platform for corporate communications, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.meltwater.com/en,"Meltwater: Media Intelligence, Social Listening, AI Tracking Turn media monitoring, social listening and AI signals into actionable intelligence with Meltwater. Make faster, confident decisions and prove PR impact."
Parbery,parbery.com.au,https://parbery.com.au/careers,Canberra,"Advisory and consulting for APS digital and data transformation programs, Canberra ACT HQ",Medium - first-party homepage metadata captured,https://www.parbery.com.au/,"Parbery Consulting | Consulting Australia Parbery provides management consulting, advisory and professional services to government, business and community organisations around Australia."
Avanade AU,avanade.com,https://avanade.com/careers,Sydney,"Microsoft consulting and managed services for enterprise, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.avanade.com/en,"Sustainable, AI & Cloud Business Services | Avanade Avanade is the leading provider of cloud and advisory services, AI and sustainable industry solutions across the Microsoft ecosystem."
Assembly Label,assemblylabel.com,https://assemblylabel.com/careers,Melbourne,"Sustainable fashion brand with digital-first supply chain transparency, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://assemblylabel.com,"Assembly Label Official Store: Clothing, Shoes, Home and Lifestyle An Australian brand, inspired by our coastal landscapes. Discover timeless and versatile fashion for men, women and kids, homewares and lifestyle designs by Assembly Label. Order online for free shipping for all Australian orders and 14 day returns."
Modibodi,modibodi.com,https://modibodi.com/careers,Sydney,"Sustainable period and leak-proof underwear with direct-to-consumer e-commerce, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.modibodi.com/,"Period Undies & Swimwear for Adults & Teens | Modibodi AU Modibodi is the original period underwear and swimwear, designed to absorb leaks, maximise comfort and support every flow. Move with confidence and shop now."
Blueshift AU,blueshift.com,https://blueshift.com/careers,Sydney,"AI-driven customer data platform and cross-channel personalisation engine, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://blueshift.com,"Blueshift | AI-Powered Customer Engagement Platform The AI-powered alternative to Braze and Iterable. Blueshift gives mid-market B2C teams unified customer data, cross-channel automation, and predictive AI - in one platform."
Yoti AU,yoti.com,https://yoti.com/careers,Melbourne,"Digital identity and age verification SDK for regulated services, Melbourne VIC AU office",Medium - first-party homepage metadata captured,https://www.yoti.com/,Building the world's trusted identity platform • Yoti Our comprehensive suite of customer verification tools make it easy for businesses to be compliant and safe for people to prove who they are.
Brightflag AU,brightflag.com,https://brightflag.com/careers,Sydney,"AI-powered legal invoice review and e-billing for corporate legal departments, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://brightflag.com,"Legal spend management: e-billing and matter management Brightflag is an intuitive AI-powered ELM platform with e-billing, matter management, and vendor management capabilities designed for in-house legal teams"
Workgrid AU,workgrid.com,https://workgrid.com/careers,Sydney,"Employee digital assistant middleware for HR and IT self-service, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.workgrid.com/,"AI Assistant for Work Productivity | Workgrid Enhance productivity, focus, and the digital employee experience with Workgrid's AI Assistant. Your AI Copilot for work."
LeafLink AU,leaflink.com,https://leaflink.com/careers,Sydney,"Cannabis wholesale marketplace platform, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.leaflink.com/,"Wholesale Cannabis Marketplace The wholesale cannabis marketplace for brands, distributors, and retailers — streamline ordering across every legal U.S. market."
Dataro,dataro.io,https://dataro.io/careers,Sydney,"AI-powered donor retention and fundraising propensity scoring for nonprofits, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://dataro.io,"Dataro — Predictive AI for Nonprofit Fundraising Dataro sits on top of your CRM and turns donor data into ranked lists and clear next actions, so you know who to focus on and what to do next."
Pax8 AU,pax8.com,https://pax8.com/careers,Sydney,"Cloud commerce marketplace for managed service providers, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://www.pax8.com/en-au/,"The Pax8 Cloud Marketplace | Pax8 AU Pax8 is the leading Marketplace that helps every small business turn their dreams into reality through the power of AI-driven technology, community and education."
Canary Technologies AU,canarytechnologies.com,https://canarytechnologies.com/careers,Sydney,"Hotel guest management and digital check-in platform, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://canarytechnologies.com,"Canary | #1 Award-Winning Hospitality Management System Canary's award-winning hospitality software improves the guest experience, streamlines operations and boosts revenue. Trusted by 20,000+ hotels worldwide."
Nudge Education,nudge.com.au,https://nudge.com.au/careers,Melbourne,"Student wellbeing and attendance tracking platform for secondary schools, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.nudge.com.au/,"Nudge – Take Back Control! Reach your goals sooner, debt-free. Help is on its way, and you're invited to join us for the journey..."
Lexis Nexis AU,lexisnexis.com.au,https://lexisnexis.com.au/careers,Sydney,"Legal research and compliance data platform for law firms and regulators, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.lexisnexis.com/en-au,"LexisNexis Australia | Legal Solutions Powered by AI Explore legal solutions from LexisNexis Australia, powered by trusted data, analytics, and AI to help legal professionals make faster, more confident decisions."
Juno Journey AU,junojourney.com,https://junojourney.com/careers,Melbourne,"Employee learning and development journeys personalised by role, Melbourne VIC AU office",Medium - first-party homepage metadata captured,https://www.junojourney.com/,Juno Journey - Award winning all-in-one L&D platform Advancing AI for employees' professional success
1spatial AU,1spatial.com,https://1spatial.com/careers,Sydney,"Geospatial data management and location intelligence tools for utilities, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://1spatial.com,"1Spatial | Global Leaders in Managing Geospatial Data | 1Spatial 1Spatial is a geospatial data management and master data management provider, delivering real value by making geospatial data current, automated, complete and consistent."
Cohort Go,cohortgo.com,https://cohortgo.com/careers,Brisbane,"International student payment and health insurance management platform, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://www.flywire.com/,"The global payments and software experts | Flywire Flywire's payment platform, global payment network and industry-specific software help organizations around the world handle complex payment challenges."
Beforepay,beforepay.com.au,https://beforepay.com.au/careers,Sydney,"Wage advance and earned-wage access app for Australian workers, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.beforepay.com.au:443/,Beforepay Loans for Real-Life Money Moments Beforepay is an ethical lender providing short-term loans and financial tools designed to empower Australians to manage their money smoothly. Download now.
Lumi Business,lumi.com.au,https://lumi.com.au/careers,Sydney,"SME unsecured business lending with algorithmic underwriting, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.lumi.com.au/,"Lumi | Fast, Flexible Business Loans & Lines Of Credit Up To $1M Fund business growth with Lumi – Australia’s Small Business Lender of the Year. Access fast, flexible Business Loans and Lines Of Credit up to $1 million, plus Embedded Finance solutions designed for Australian small businesses."
Stockspot,stockspot.com.au,https://stockspot.com.au/careers,Sydney,"Robo-adviser and automated ETF portfolio management for Australian investors, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://stockspot.com.au,"Stockspot - Financial Advisor & Robo-advice Australia We build you a smart, personalised portfolio using proven investment strategies. It's the easy, hassle-free way to growth your wealth. No paperwork, no stress."
Pearler,pearler.com,https://pearler.com/careers,Sydney,"Long-term share investing platform focused on index fund education, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://pearler.com,"Pearler — Long Term Investing Made Easy Kickstart or continue your long term investment journey with Pearler, a simple alternative for those who crave boring investing."
Selfwealth,selfwealth.com.au,https://selfwealth.com.au/careers,Melbourne,"Commission-free CHESS-sponsored share trading and community portfolio benchmarking, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.selfwealth.com.au/,"Selfwealth by Syfe  - Take Control of Your Wealth Creation Selfwealth, a subsidiary of Syfe, is Australia's flat fee trading platform. $9.50 brokerage, ASX + US shares. Join 130,000+ investors taking control of their wealth."
iSelect,iselect.com.au,https://iselect.com.au/careers,Melbourne,"Insurance and utility comparison marketplace for Australian consumers, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.iselect.com.au/,"iSelect | Compare Health Insurance, Car Insurance, Energy & More iSelect helps Australians compare and save on their insurance & utilities. Start comparing products from our range of providers by contacting us on 13 19 20"
Choosi,choosi.com.au,https://choosi.com.au/careers,Sydney,"Insurance comparison and purchase platform focused on life and income protection, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.choosi.com.au/,"Compare Life, Income, Funeral and Health Insurance | Choosi Free insurance comparison in Australia. Compare Life, Income Protection, Funeral and Health Insurance from available brands."
Elmo Software,elmosoftware.com.au,https://elmosoftware.com.au/careers,Sydney,"HR workforce management and payroll platform for mid-market Australian businesses, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://elmosoftware.com.au,"ELMO Software: The Complete Australian HR Software Platform Experience the complete AI workforce platform built for Australia. Streamline HR, payroll, and rostering with data-driven insights. Empower your people."
Coassemble,coassemble.com,https://coassemble.com/careers,Newcastle,"Employee training course creator and LMS for frontline teams, Newcastle NSW HQ",Medium - first-party homepage metadata captured,https://coassemble.com,"Coassemble — The API-first training platform Author with AI, embed the learning experience anywhere, and prove every completion — all through one API."
Valiant Finance,valiantfinance.com.au,https://valiantfinance.com.au/careers,Sydney,"SME lending marketplace matching businesses with 80 lender options, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.valiantfinance.com/?utm_source=valiant&utm_campaign=organic&utm_content=valiantfinance.com.au,Valiant Finance: Business Loans & Lending Solutions Get business finance fast with Valiant Finance. Access tailored loan matches from 90+ lenders today.
Get Capital,getcapital.com.au,https://getcapital.com.au/careers,Sydney,"Online SME working capital lender with fast unsecured business loans, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.shift.com.au/,"Shift | Business finance, credit and payment solutions One of Australia’s fastest-growing technology companies, Shift is a provider of credit and payments platforms that help businesses trade, pay and access funds."
Tiimely,tiimely.com,https://tiimely.com/careers,Adelaide,"Digital home loan lender with fully online application and fast approval, Adelaide SA HQ",Medium - first-party homepage metadata captured,https://tiimely.com,"Tiimely Lending Platform Technology Augment, not replace. Australia’s leading open architecture lending platform creating solutions to solve for data source consolidation, serviceability assessment and decisioning automation, and more."
Open Insurance,open.com.au,https://open.com.au/careers,Sydney,"Digital-first comprehensive car insurance with embedded telematics, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://radiatorsoftware.com/,"Radiator Software | RADIUS, Diameter & TACACS+ under one roof Radiator: High-performance RADIUS server software with commercial support. Secure, scalable, and reliable AAA solutions for enterprises and ISPs."
