name,domain,careers_url,city,reason,confidence,source_url,technology_rationale
PictureWealth,picturewealth.com.au,https://picturewealth.com.au/careers,Brisbane,"Holistic financial wellness app integrating superannuation banking and insurance, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://www.picturewealth.com/,"Home PictureWealth connects you to financial insights and experts so you can visualise, plan and build the life you want."
Humanitix,humanitix.com,https://humanitix.com/careers,Sydney,"Ethical ticketing platform donating booking fees to education charities, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://humanitix.com/au,"Humanitix | Find the Best Events & Things to Do Find tickets to the best events happening in your city, from live concerts and festivals to free markets this weekend. Discover what's on with Humanitix."
Procurious,procurious.com,https://procurious.com/careers,Melbourne,"Global procurement and supply chain professional network, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.procurious.com/,"Procurious Procurement network & online news community for procurement and supply chain professionals, Procurious will help you get ahead in your career"
Groundbreaker,groundbreaker.co,https://groundbreaker.co/careers,Brisbane,"CRE deal and investor management software for private equity real estate, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://connect.janover.co/,"Real Estate Syndication Software | Groundbreaker is now Janover Connect | Janover Connect Streamline your real estate syndication, impress your investors and close deals on autopilot. Schedule a demo today!"
Ferronova,ferronova.com.au,https://ferronova.com.au/careers,Adelaide,"Iron nitride solid-state battery chemistry for electric vehicles, Adelaide SA HQ",Medium - first-party homepage metadata captured,https://www.ferronova.com.au/,"Ferronova - Ensuring everyone with cancer receives the surgery and radiotherapy they need FerroTrace®, a novel nanoparticle technology designed to enable accurate detection of high-risk lymph nodes and early identification of metastatic spread."
Halaxy,halaxy.com,https://halaxy.com/careers,Melbourne,"Practice management and billing software for allied health professionals, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.halaxy.com:443/,Halaxy - Helping You Navigate the Complex Galaxy of Health
InfoTrack,infotrack.com.au,https://infotrack.com.au/careers,Sydney,"Legal technology integrations for property conveyancing and court filings, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.infotrack.com.au/,"InfoTrack Homepage - InfoTrack InfoTrack is a market leading technology company, providing innovative solutions for compliance, information brokerage, AI solutions and workflow automation."
Radium Capital,radiumcapital.com.au,https://radiumcapital.com.au/careers,Sydney,"Revenue-based financing for e-commerce and SaaS businesses, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://radiumcapital.com.au,Radium Capital - The Experts in Research & Development Finance Smart capital for smart businesses. Eligible for the government’s R&D tax incentive? A Radium Advance can diversify your capital stack & improve cash flow.
Veridapt,veridapt.com,https://veridapt.com/careers,Perth,"RFID fluid-dispensing verification and fueling control for mining fleets, Perth WA HQ",Medium - first-party homepage metadata captured,https://www.veridapt.com/,"Fuel Management for Mining and Rail | VERIDAPT VERIDAPT tracks and reconciles every litre of fuel across 300+ mine sites and 200,000 km of rail. Trusted by BHP, Rio Tinto, Glencore, CN and Aurizon."
Klayo,klayo.com,https://klayo.com/careers,Brisbane,"Skills and competency intelligence platform for talent acquisition, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://klayo.com,Home | Klayo Fast-track your airport career with OLC's ACI-accredited training — expert-crafted courses from operations to leadership.
Intelledox,intelledox.com,https://intelledox.com/careers,Canberra,"Intelligent document automation and digital form conversion for government, Canberra ACT HQ",Medium - first-party homepage metadata captured,https://www.smartcommunications.com/,Home - Smart Communications
CivX,civx.com.au,https://civx.com.au/careers,Adelaide,"GIS-based civil works planning and utilities clash detection, Adelaide SA HQ",Medium - first-party homepage metadata captured,https://civxinfra.com.au/,CIVX Infrastructure | Civil & Electrical are our Core Business
Montu,montu.com.au,https://montu.com.au/careers,Melbourne,"Medicinal cannabis prescribing platform and pharmacy network in Australia, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.montu.com.au/,"Montu | Revolutionising the alternative medicine landscape Montu is Australia's leading health tech business focusing on medical cannabis therapies. We're reshaping the landscape for suppliers, practitioners, pharmacies & patients."
Vantage Data Centres,vantage-dc.com,https://vantage-dc.com/careers,Sydney,"Hyperscale colocation data centre campuses across APAC, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://vantage-dc.com,"Vantage Data Centers - Flexible and Scalable Data Centers Vantage Data Centers provides innovative, scalable wholesale data center campuses to hyperscalers, cloud providers and large enterprises across North America and Europe."
Cluey Learning,clueylearning.com.au,https://clueylearning.com.au/careers,Sydney,"Online tutoring marketplace with AI-matched tutors for K-12 students, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://clueylearning.com.au,Cluey Learning | Personalised Tutoring For School Students Discover why parents and students are choosing Cluey's online tutoring. Build your confidence at school with our personalised tutoring today ✅!
Longbow Advantage,longbowadvantage.com,https://longbowadvantage.com/careers,Brisbane,"Warehouse execution software integrating with SAP EWM for DC operations, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://www.longbowadvantage.com/,Longbow Advantage Longbow Advantage is a trusted partner for Blue Yonder WMS implementations—300+ successful projects delivered with onshore expertise and operational know-how.
Mosh,mosh.com.au,https://mosh.com.au/careers,Sydney,"Digital health subscription for male hair loss and ED treatment, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://mosh.com.au,Mosh . com .au mosh.com.au getmosh
Paxon Group,paxon.com.au,https://paxon.com.au/careers,Brisbane,"Data and AI consulting for infrastructure and government, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://paxon.com.au,Paxon Packaging | High quality packaging machinery Melbourne - Paxon Packaging Weighing & Dosing - Comek | CML
Ampere Energy,ampere.energy,https://ampere.energy/careers,Melbourne,"Grid-connected battery storage and demand-response optimisation for C&I, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://ampere.energy,Ampere Energía para un futuro sostenible
Telnyx,telnyx.com,https://telnyx.com/careers,Sydney,"Cloud communications API for voice SMS and fax with global number porting, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://telnyx.com,"Infrastructure for realtime agents | Telnyx Telnyx is the only licensed carrier that owns its AI infrastructure end-to-end: private network, GPUs, edge compute. Nothing sits between your agent and the person on the line because every hop is ours."
Beamery,beamery.com,https://beamery.com/careers,Sydney,"Talent operating system for pipeline CRM and workforce planning, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://beamery.com,"AI-Powered Workforce Transformation Platform | Beamery Discover Beamery’s AI-powered Workforce Transformation Platform. Align talent strategy, boost development, and unlock smarter workforce planning."
Stile Education,stileeducation.com,https://stileeducation.com/careers,Melbourne,"Digital STEM curriculum and interactive science lesson platform for secondary schools, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://stileeducation.com/au/index.html,"#1 Australian Curriculum for Science | Stile Education Stile is the complete science curriculum for Australian schools. High-quality print, digital, and practical resources that students love and teachers can count on."
Spriggy,spriggy.com.au,https://spriggy.com.au/careers,Sydney,"Prepaid debit card and pocket money app for teaching kids financial literacy, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://spriggy.com.au,"Spriggy | Kids learn to earn, save, spend and invest From pocket money and a prepaid card to investing and online safety, Spriggy helps kids build confidence with money while parents stay in control."
Frankly,frankly.com.au,https://frankly.com.au/careers,Sydney,"Workplace conversation and manager coaching platform for employee engagement, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.frankly.com.au/,Digital Marketing Performance Agency Melbourne | Frankly Digital Marketing Agency Melbourne | Social Media | Ideation & Design | Digital Performance | Google Ads | Web Designers Development | Frankly Ready to transform your marketing? | Contact Us Now
Mealpal,mealpal.com.au,https://mealpal.com.au/careers,Melbourne,"Office lunch subscription marketplace for corporates with nearby restaurants, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://mealpal.com/au/,"Get lunch from the best restaurants in your city. Enjoy everything from salads to poké, burgers and bowls for a price that can’t be beat."
Scancam,scancam.com.au,https://scancam.com.au/careers,Brisbane,"Video surveillance AI for retail loss prevention and behaviour analytics, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://sensen.ai/fuel-theft-prevention/,Fuel Theft Prevention Solutions | SenSen Stop fueltheft with AI-powered video analytics and real-time alerts. Secure your store and reduce losses—request a demo today
ResMed Digital,resmed.com,https://resmed.com/careers,Sydney,"Connected CPAP and cloud-based sleep apnoea management for patients and clinicians, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.resmed.com.au/,"Resmed | Sleep Apnea, Insomnia, CPAP & Snoring Solutions Adequate sleep is vital to maintaining good physical and mental health. Awaken your best with expert advice and treatment solutions from ResMed Australia."
Legalvision,legalvision.com.au,https://legalvision.com.au/careers,Sydney,"Subscription-based online legal services and document automation for SMEs, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://legalvision.com.au,LegalVision | Business Lawyers | On-Demand Legal Membership Trustpilot logo with five stars LegalVision is a commercial law firm that provides Australian businesses with cost-effective and high-quality legal services through an innovative model.
Divipay,divipay.com.au,https://divipay.com.au/careers,Sydney,"Corporate expense management with virtual cards and real-time spend controls, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://letsweel.com/,"Weel: All-in-One Expense Management & AP Automation Weel is the all-in-one platform for finance teams. Issue smart corporate cards, automate accounts payable, and control company spend, all in one place."
Hyper Anna,hyperanna.com,https://hyperanna.com/careers,Sydney,"Natural language analytics AI for self-service BI and automated insight, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.alteryx.com/,"Alteryx: Automate Data Workflows & Get AI-Powered Insights Automate data workflows, reduce manual work, and deliver insights faster with Alteryx One. Integrates with Snowflake, Databricks, and BI tools."
Compono,compono.com,https://compono.com/careers,Brisbane,"Hiring and workforce intelligence platform with psychometric fit scoring, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://www.compono.com/,"Compono | HR Software & People Intelligence Platform HR software with the people intelligence layer built in. Hire for fit, measure culture, build capability, and make decisions you can defend."
Arco Platform,arcoplatform.com,https://arcoplatform.com/careers,Sydney,Already dedup check needed,Medium - first-party homepage metadata captured,https://www.arcoeducacao.com.br:443/,"Arco Educação - Construindo pontes entre o presente e o futuro Apoiamos escolas, professores, alunos e famílias frente aos seus desafios, integrando tecnologia e excelência em nossas soluções."
InstantScripts,instantscripts.com.au,https://instantscripts.com.au/careers,Melbourne,"Telehealth platform for online prescriptions and specialist referrals, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.instantscripts.com.au/,"InstantScripts - Fast, Safe & Secure Online Prescriptions in Australia Online scripts, telehealth consultations and prescription medication delivered to your door. Conveniently manage your health with InstantScripts®. Join more than 2 million Australians who have saved time and money with InstantScripts®."
Rosterfy,rosterfy.com,https://rosterfy.com/careers,Melbourne,"Volunteer and workforce management platform for events and nonprofits, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.rosterfy.com:443/,"Volunteer Management Software | Rosterfy Rosterfy volunteer management software automates recruitment, onboarding, scheduling and reporting so organisations save admin time and ensure compliance."
Entegy,entegy.com.au,https://entegy.com.au/careers,Melbourne,"Event technology platform with mobile apps badging and lead capture for conferences, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://entegy.events/,Entegy - Event Management Platform Professional event management platform for modern businesses
Yarno,yarno.com.au,https://yarno.com.au/careers,Melbourne,"Mobile microlearning and spaced-repetition quizzes for deskless workforce training, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.yarno.com.au/,"Yarno — Made for teams. Built for learning. Powered by AI. Yarno is a gamified microlearning platform that helps teams learn, engage, and retain knowledge."
Curation Corp,curationcorp.com,https://curationcorp.com/careers,Sydney,"AI-curated news and media monitoring for investment and risk intelligence, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://ai.curationcorp.com/,"Curation - AI-Powered Investment Research Make better informed investment decisions with AI that synthesises community insights, market data, and expert analysis into actionable research."
AccessPay,accesspay.com.au,https://accesspay.com.au/careers,Brisbane,"NDIS and aged care software for plan management and rostering, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://accesspay.com.au,"Home - AccessPay Pty Ltd As a salary packaging and employee benefits provider to the not-for-profit sector, we could help you to use your pre-tax salary to buy a new car, pay for daily expenses and more."
Buildpass,buildpass.com.au,https://buildpass.com.au/careers,Sydney,"Construction safety and site induction compliance app, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.buildpass.ai/,"AI-Powered Construction Project Management Software | Builders Software Australia | BuildPass AU Discover BuildPass, construction software for builders. Boost efficiency and compliance with easy-to-use software."
Vocus Group,vocus.com.au,https://vocus.com.au/careers,Melbourne,"Fibre network infrastructure and wholesale broadband for enterprise and carriers, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.vocus.com.au/,"Vocus - Fibre and Network Solutions Provider | Vocus Chevron Down Arrow Right Arrow Right P INT NET Ethernet Modified P INT NET Vocus Satellite Starlink Modified Arrow Right P BizPhone P UC COL Vocus Collaborate Powered By Zoom Modified Arrow Right P DATA SEC DDoS Arrow Right Arrow Right Arrow Right Chevron Down Arrow Right P DATA SEC SD WAN P UC COL Vocus Collaborate Powered By Zoom Modified G Business Satellite Ground Station Modified Vocus is Australia's specialist provider of fibre, network, and business solutions for businesses, government, and wholesale."
Notiv,notiv.com,https://notiv.com/careers,Sydney,"AI meeting transcription and action item extraction for sales teams, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://notiv.com,"Notiv - AI Meeting Recorder & Notetaker for teams Notiv is an AI-driven Notetaker for you to record, transcribe and summarize your meetings to generate agendas on all web conferencing platforms like Zoom."
Aerobotics,aerobotics.com,https://aerobotics.com/careers,Sydney,"Drone and satellite precision agriculture analytics for citrus and tree crops, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://aerobotics.com,"Aerobotics | Leading yield forecast technology for fruit companies Aerobotics helps fruit growers, packers and marketers forecast yields using accurate size, color and quality measurements from smartphone imagery."
Braiins,braiins.com,https://braiins.com/careers,Sydney,"Bitcoin mining pool and firmware optimisation, Sydney NSW AU office",Medium - first-party homepage metadata captured,https://braiins.com,"Braiins | Bitcoin mining ecosystem Mine more bitcoin with Braiins tools: mining pool, management system, firmware, hardware, education & more."
Venn Group AU,venngroup.com,https://venngroup.com/careers,Brisbane,"Technology and digital recruitment agency, Brisbane QLD HQ",Medium - first-party homepage metadata captured,https://www.venngroup.com/,"Complete recruitment solutions for all your staffing | Venn Group Recruiting at every level our staffing solutions support interim, contract, permanent, locum and project jobs."
Cyara,cyara.com,https://cyara.com/careers,Melbourne,"CX assurance and contact centre testing automation platform, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://cyara.com,Cyara - the AI trust company for customer experience Proof before launch. Vigilance in production. Cyara proves AI agents before deployment and scores every live customer conversation in production.
Astute Payroll,astutepayroll.com,https://astutepayroll.com/careers,Sydney,"SaaS payroll and workforce management for hospitality and retail, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://astutepayroll.com,Home - Astute Payroll Uncover how smart technology makes complexity easy to manage.
Fletch AI,fletch.ai,https://fletch.ai/careers,Melbourne,"Conversational AI platform for insurance customer triage and claims support, Melbourne VIC HQ",Medium - first-party homepage metadata captured,https://www.f5.com/company/blog/how-agentic-ai-simplifies-cybersecurity-and-modern-threat-management,"How Agentic AI Simplifies Cybersecurity and Modern Threat Management | F5 Fletch’s agentic AI capabilities will be fully integrated into the F5 Application Delivery and Security Platform, transforming how teams navigate modern security chaos."
Minfos,minfos.com.au,https://minfos.com.au/careers,Sydney,"Pharmacy dispensing and point-of-sale software for independent pharmacists, Sydney NSW HQ",Medium - first-party homepage metadata captured,https://www.minfos.com.au/,Minfos | Everything you need to manage a successful pharmacy Your all-in-one pharmacy management software. A single solution to manage an efficient dispensary and a profitable retail business.
